"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","multiple.victims","multiple.offenders","type","primary.incident","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","victimage.group","offenderage.group","population.group","relationship.group","hour.group","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"5878","OH0570200","391025O4LQ39",20111121,19980101,"DAYTON                        ",141631,57,113,14,100,1,3,3,"MultVO",0,14,"male","black","not.hispanic","resident",30,"female","black",1,NA,"11-15","20-30","Pop 100-500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Handgun","None","Stranger","34113"
"5879","SC0300000","8I0BKAZC72 N",20100612,19910101,"LAURENS                       ",49939,30,59,20,100,1,1,2,"MultOff",1,1,"male","white","not.hispanic","resident",46,"male","white",1,NA,"0-5","40-50","Pop 25-100K","Stranger","Night",0,"SC","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","39059"
"5880","OHCOP0000","8T0IRY3V12 N",20121020,20030101,"COLUMBUS                      ",780239,25,49,13,100,1,1,1,"SingleVO",1,1,"female","white",NA,"resident",35,"male","black",0,NA,"0-5","30-40","Pop >500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Stranger","34049"
"5881","OHCOP0000","WI1Z4R-AN0W5",20121212,20030101,"COLUMBUS                      ",780239,25,49,13,100,0,3,1,"MultVic",1,10,"female","white",NA,"resident",41,"male","black",0,NA,"6-10","40-50","Pop >500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5882","UT0182500","1AI0QUP2LD1A",20110322,19960601,"WEST VALLEY                   ",131979,18,35,0,100,1,2,3,"MultVO",1,15,"female","white","not.hispanic","resident",33,"male","black",1,0,"11-15","30-40","Pop 100-500K","Stranger","Night",1,"UT","Mountain","West","Residence/Home","Home","Handgun","None","Stranger","43035"
"5883","SC0430100","FZ1Y7WVAQ-F3",20121112,19910101,"SUMTER                        ",40911,43,85,17,100,0,1,1,"SingleVO",1,2,"female","black","not.hispanic","resident",41,"female","black",0,0.4,"0-5","40-50","Pop 25-100K","Stranger","Afternoon",0,"SC","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","39085"
"5884","WA0060300","8T04-WEL72 N",20120912,20120101,"VANCOUVER                     ",166375,6,11,NA,100,1,1,1,"SingleVO",1,13,"female","white","not.hispanic",NA,NA,"male","white",1,NA,"11-15",NA,"Pop 100-500K","Stranger",NA,0,"WA","Pacific","West","Highway/Road/Alley","Road/transit",NA,"Unconsciousness","Stranger","46011"
"5885","OHCOP0000","W51K4QZ87SJ5",20110617,20030101,"COLUMBUS                      ",770686,25,49,13,100,1,1,1,"SingleVO",1,14,"male","black",NA,"resident",20,"male","black",0,NA,"11-15","<20","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34049"
"5886","WA0060000","8T04AC3C72 N",20120906,20120101,"CLARK                         ",210958,6,11,NA,100,1,1,1,"SingleVO",1,12,"female","white","not.hispanic",NA,24,"male","asian",1,NA,"11-15","20-30","Pop 100-500K","Stranger",NA,1,"WA","Pacific","West","Highway/Road/Alley","Road/transit",NA,"Unconsciousness","Stranger","46011"
"5887","OH0570200","8T0GRAS9VA N",20120607,19980101,"DAYTON                        ",142139,57,113,22,100,1,2,1,"MultVic",0,10,"female","white","not.hispanic",NA,50,"male","white",0,NA,"6-10","40-50","Pop 100-500K","Stranger","Night",0,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Stranger","34113"
"5888","WA0172300","1A00QVH3UW1A",20120410,20110101,"TUKWILA                       ",19677,17,33,16,100,0,1,2,"MultOff",0,11,"female","white","hispanic","resident",NA,"male","black",0,NA,"11-15",NA,"Pop <25K","Stranger","Afternoon",1,"WA","Pacific","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","46033"
"5889","CO0620200","8N0BKMTDV2 N",20111210,20050101,"GREELEY                       ",94507,62,123,3,100,1,1,3,"MultOff",1,14,"female","white",NA,"resident",21,"male","white",1,0.9,"11-15","20-30","Pop 25-100K","Stranger","Early",0,"CO","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05123"
"5890","OHCOP0000","F31N7WKYK-F3",20111221,20030101,"COLUMBUS                      ",770686,25,49,12,100,1,3,1,"MultVic",1,12,"female","black",NA,"resident",48,"male","black",0,NA,"11-15","40-50","Pop >500K","Stranger","Morning",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5891","IL1010400","WK-PKZ-4N0W5",20101021,19910101,"ROCKFORD                      ",156180,101,201,9,100,0,1,2,"MultOff",1,14,"female","white","hispanic","resident",27,"male","black",0,0,"11-15","20-30","Pop 100-500K","Stranger","Morning",1,"IL","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","12201"
"5892","OH0500900","7S-IY4S6EU72",20120108,20040101,"YOUNGSTOWN                    ",66556,50,99,10,100,1,1,2,"MultOff",1,13,"female","black",NA,"resident",30,"male","white",1,NA,"11-15","20-30","Pop 25-100K","Stranger","Morning",1,"OH","East North Central","Northcentral","Residence/Home","Home","Handgun","None","Stranger","34099"
"5893","CO0010100"," 9-MQV21UX I",20120112,19850101,"AURORA                        ",295516,3,5,16,100,0,3,1,"MultVic",0,10,"male","white",NA,"resident",NA,"male","white",0,NA,"6-10",NA,"Pop 100-500K","Stranger","Afternoon",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05005"
"5894","CT0005200","8T0BROMHFD N",20120702,20020701,"FARMINGTON                    ",25429,2,3,16,100,1,3,1,"MultVic",1,13,"female","white","not.hispanic","resident",56,"male","white",1,0,"11-15",">50","Pop 25-100K","Stranger","Afternoon",0,"CT","New England","Northeast","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)",NA,"Stranger","06003"
"5895","ND0090300","8I0BKC5-72 N",20100901,19910801,"WEST FARGO                    ",26409,9,17,20,100,1,3,1,"MultVic",0,10,"male","white",NA,"resident",49,"male","white",1,0,"6-10","40-50","Pop 25-100K","Stranger","Night",0,"ND","West North Central","Northcentral","Field/Woods","Park/outdoor","Knife/Cutting Instrument","None","Stranger","33017"
"5896","MI8245300","180M4U73970 ",20121126,19970101,"HAMTRAMCK                     ",22214,82,163,15,100,0,1,1,"SingleVO",1,12,"male","black",NA,"resident",25,"male","white",0,NA,"11-15","20-30","Pop <25K","Stranger","Afternoon",1,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","21163"
"5897","IA0780100","2W1M0U7P6424",20111021,19920128,"COUNCIL BLUFFS                ",62556,78,155,18,100,1,1,1,"SingleVO",1,11,"male","white","not.hispanic","resident",60,"male","white",1,NA,"11-15",">50","Pop 25-100K","Stranger","Afternoon",0,"IA","West North Central","Northcentral","Parking Lot/Garage","Shopping","Knife/Cutting Instrument","None","Stranger","14155"
"5898","CO0610000","8T6QRH U728N",20121023,19970101,"WASHINGTON                    ",4836,61,121,17,100,0,1,1,"SingleVO",1,11,"female","white",NA,"resident",52,"male","white",0,NA,"11-15",">50","Pop <25K","Stranger","Afternoon",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","05121"
"5899","CO0490100","1AAHP2Z0SD1A",20110405,20110101,"ASPEN                         ",6774,49,97,16,100,0,1,1,"SingleVO",1,10,"female","white","not.hispanic","resident",51,"female","white",0,NA,"6-10",">50","Pop <25K","Stranger","Afternoon",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05097"
"5900","OHCOP0000","8N01YB39P2 N",20110401,20030101,"COLUMBUS                      ",770686,25,49,12,100,1,1,3,"MultOff",0,12,"female","white",NA,"resident",37,"male","white",0,NA,"11-15","30-40","Pop >500K","Stranger","Morning",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5901","ID0420200","8N0BAWEH72 N",20110530,19920101,"TWIN FALLS                    ",44613,42,83,17,100,0,2,1,"MultVic",0,NA,"female","white","not.hispanic","resident",36,"female","white",1,NA,NA,"30-40","Pop 25-100K","Stranger","Afternoon",0,"ID","Mountain","West","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","11083"
"5902","CO0300100","2W1M0-7VZY1A",20110728,20060101,"ARVADA                        ",105388,30,59,17,100,0,1,1,"SingleVO",1,10,"male","white",NA,"resident",19,"male","white",0,NA,"6-10","<20","Pop 100-500K","Stranger","Afternoon",0,"CO","Mountain","West","Field/Woods","Park/outdoor","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05059"
"5903","NH0064600","C9-58 M30IHT",20100712,20050101,"NASHUA                        ",86523,6,11,13,100,0,1,1,"SingleVO",1,7,"male","white","not.hispanic","resident",30,"male","black",1,3,"6-10","20-30","Pop 25-100K","Stranger","Afternoon",1,"NH","New England","Northeast","Field/Woods","Park/outdoor","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","28011"
"5904","SC0460000","2W1M0U7ZJXTX",20110731,19910101,"YORK                          ",130157,46,91,10,100,1,1,1,"SingleVO",1,15,"female","white","not.hispanic","resident",18,"male","black",1,NA,"11-15","<20","Pop 100-500K","Stranger","Morning",1,"SC","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","39091"
"5905","OH0570200","8T0DABSCV0 N",20120728,19980101,"DAYTON                        ",142139,57,113,22,100,1,1,1,"SingleVO",1,14,"female","white","not.hispanic",NA,24,"male","white",1,NA,"11-15","20-30","Pop 100-500K","Stranger","Night",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34113"
"5906","WA0272300","103J5UR38D1A",20101125,20070101,"LAKEWOOD                      ",57459,27,53,17,100,0,1,1,"SingleVO",1,14,"female","white","not.hispanic","resident",30,"male",NA,0,NA,"11-15","20-30","Pop 25-100K","Stranger","Afternoon",NA,"WA","Pacific","West","Parking Lot/Garage","Shopping","None/Other","None","Stranger","46053"
"5907","LA0080100","0A1M0U7ZS21A",20110108,20020101,"BOSSIER CITY                  ",61876,8,15,17,100,1,1,1,"SingleVO",1,1,"male","black","not.hispanic","resident",61,"female","black",0,NA,"0-5",">50","Pop 25-100K","Stranger","Afternoon",0,"LA","West South Central","South","Residence/Home","Home","None/Other","None","Stranger","17015"
"5908","OH0250100"," 9-MQWF1FX I",20120502,20100101,"BEXLEY                        ",13220,25,49,17,100,0,1,1,"SingleVO",1,13,"male","white","not.hispanic","resident",47,"male","white",0,NA,"11-15","40-50","Pop <25K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5909","MI5015000","1W1H0U72ZC 8",20100425,20040101,"MACOMB                        ",163467,50,99,NA,100,1,1,1,"SingleVO",1,13,"female","black",NA,"resident",NA,"male","black",1,NA,"11-15",NA,"Pop 100-500K","Stranger",NA,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Knife/Cutting Instrument","Apparent Minor Injury","Stranger","21099"
"5910","TN0190100","P9103EJ74OCT",20100403,19991001,"NASHVILLE                     ",616366,NA,NA,16,100,1,1,1,"SingleVO",1,14,"female","white","hispanic","resident",25,"male","white",0,NA,"11-15","20-30","Pop >500K","Stranger","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","41 NA"
"5911","VA1170000","1A04Q-FNU60W",20110811,19990801,"NORFOLK                       ",245704,NA,NA,11,100,1,1,2,"MultOff",0,13,"male","white","not.hispanic","resident",17,"female","black",1,NA,"11-15","<20","Pop 100-500K","Stranger","Morning",1,"VA","South Atlantic","South","Residence/Home","Home","Handgun-automatic","None","Stranger","45 NA"
"5912","OH0570200","C91135HQ6PCT",20101130,19980101,"DAYTON                        ",152319,57,113,10,100,1,1,1,"SingleVO",1,14,"female","black",NA,"resident",57,"male","black",0,NA,"11-15",">50","Pop 100-500K","Stranger","Morning",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34113"
"5913","KS0870300","8NCBAWSCT 8N",20110415,20001101,"WICHITA                       ",384796,87,173,4,100,0,1,2,"MultOff",1,10,"male","black","not.hispanic","resident",18,"male","white",0,NA,"6-10","<20","Pop 100-500K","Stranger","Early",1,"KS","West North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","15173"
"5914","MI6338900","1A1M0U7292B8",20110411,19960601,"FARMINGTON HILLS              ",79680,63,125,NA,100,0,1,1,"SingleVO",1,15,"female","black",NA,"resident",NA,"male",NA,0,NA,"11-15",NA,"Pop 25-100K","Stranger",NA,NA,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","21125"
"5915","CODPD0000","EH-U7295BR1Y",20100402,20050101,"DENVER                        ",607051,16,31,21,100,0,2,2,"MultVO",0,10,"male","black","not.hispanic","resident",NA,"male",NA,0,NA,"6-10",NA,"Pop >500K","Stranger","Night",NA,"CO","Mountain","West","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","05031"
"5916","OHCOP0000","8I0GIYRV12 N",20100723,20030101,"COLUMBUS                      ",760895,25,49,15,100,1,1,1,"SingleVO",1,7,"male","black",NA,"resident",50,"male","black",0,NA,"6-10","40-50","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Stranger","34049"
"5917","AZ0111300","8I0 KMSLQ2 N",20100318,20040701,"APACHE JUNCTION               ",32954,11,21,21,100,0,1,1,"SingleVO",1,14,"female","black","not.hispanic","resident",NA,"male","white",0,NA,"11-15",NA,"Pop 25-100K","Stranger","Night",1,"AZ","Mountain","West","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","02021"
"5918","VA1120000","5F1T-08JMQ-S",20110419,19970301,"HARRISONBURG                  ",49498,NA,NA,20,100,1,2,1,"MultVic",0,11,"male","white","hispanic","resident",25,"male","white",1,0,"11-15","20-30","Pop 25-100K","Stranger","Night",0,"VA","South Atlantic","South","Parking Lot/Garage","Shopping","None/Other","None","Stranger","45 NA"
"5919","OHCLP0000","2W1H0UO3Z2KI",20100713,20030101,"CLEVELAND                     ",426042,18,35,14,100,1,1,2,"MultOff",1,4,"female","white",NA,"resident",40,"male",NA,0,NA,"0-5","30-40","Pop 100-500K","Stranger","Afternoon",NA,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34035"
"5920","OHCOP0000","8N01IYTCS2 N",20110322,20030101,"COLUMBUS                      ",770686,25,49,17,100,0,1,1,"SingleVO",1,10,"female","white",NA,"resident",25,"male","black",0,NA,"6-10","20-30","Pop >500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34049"
"5921","WA0171300","2W1J0U72I42W",20120502,20120101,"RENTON                        ",93722,17,33,15,100,1,1,1,"SingleVO",1,13,"female","white","not.hispanic",NA,42,"male","white",1,NA,"11-15","40-50","Pop 25-100K","Stranger","Afternoon",0,"WA","Pacific","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","46033"
"5922","MI5080600"," I0MQ-FON31W",20111128,19990101,"WARREN                        ",133955,50,99,18,100,1,1,1,"SingleVO",1,12,"male","black","not.hispanic","resident",21,"male","black",1,3,"11-15","20-30","Pop 100-500K","Stranger","Afternoon",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Knife/Cutting Instrument","Apparent Minor Injury","Stranger","21099"
"5923","MA0141500","WI-4XS14Z-X5",20120914,20030101,"FITCHBURG                     ",40809,14,27,18,100,0,1,1,"SingleVO",1,4,"female","white","not.hispanic","resident",72,"male","white",0,NA,"0-5",">50","Pop 25-100K","Stranger","Afternoon",0,"MA","New England","Northeast","Residence/Home","Home","None/Other","None","Stranger","20027"
"5924","CO0210100","8N0AEOBU72 N",20110314,19970101,"COLORADO SPRINGS              ",423680,21,41,15,100,1,1,2,"MultOff",0,14,"female","white",NA,"resident",30,"male","white",1,NA,"11-15","20-30","Pop 100-500K","Stranger","Afternoon",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05041"
"5925","NH0071600","1A-ZY5X0HR7A",20111015,20020101,"CONCORD                       ",42751,7,13,18,100,0,1,1,"SingleVO",1,13,"female","white","not.hispanic","non-resident",NA,"male",NA,0,NA,"11-15",NA,"Pop 25-100K","Stranger","Afternoon",NA,"NH","New England","Northeast","Other/unknown","Unknown","None/Other","None","Stranger","28013"
"5926","MI8234900"," A1M1-HG9G92",20101025,20050101,"DETROIT                       ",899447,82,163,7,100,0,1,1,"SingleVO",1,13,"female","black",NA,"resident",30,"male","black",0,NA,"11-15","20-30","Pop >500K","Stranger","Morning",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","21163"
"5927","SC0290000","C9-12PW3VSCT",20100612,19910101,"LANCASTER                     ",69322,29,57,19,100,0,1,1,"SingleVO",1,11,"male","white","not.hispanic","resident",22,"male","black",0,NA,"11-15","20-30","Pop 25-100K","Stranger","Night",1,"SC","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","39057"
"5928","VA1230000","96-WNL48S39G",20121112,19990701,"ROANOKE                       ",97780,NA,NA,18,100,1,1,1,"SingleVO",1,15,"female","black","not.hispanic","resident",24,"male","black",1,0,"11-15","20-30","Pop 25-100K","Stranger","Afternoon",0,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Other Firearm","None","Stranger","45 NA"
"5929","OH0770100","8N04AWBL72 N",20110527,19980601,"AKRON                         ",199256,77,153,16,100,0,3,2,"MultVO",0,10,"male","white",NA,"resident",32,"female","black",0,NA,"6-10","30-40","Pop 100-500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34153"
"5930","WA0270300","7X1N6BAVRU72",20100425,20070101,"TACOMA                        ",199595,27,53,12,100,1,1,2,"MultOff",1,13,"female","black","not.hispanic","resident",18,"male","black",1,NA,"11-15","<20","Pop 100-500K","Stranger","Morning",0,"WA","Pacific","West","Air/Bus/Train Terminal","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","46053"
"5931","OHCOP0000","8T040EQVG2 N",20120229,20030101,"COLUMBUS                      ",780239,25,49,8,100,1,2,1,"MultVic",1,7,"male","black",NA,"resident",60,"male","black",0,NA,"6-10",">50","Pop >500K","Stranger","Morning",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5932","KS0870300","8NCBAMMLS 8N",20110429,20001101,"WICHITA                       ",384796,87,173,3,100,0,1,1,"SingleVO",1,15,"female","white","not.hispanic","resident",20,"male","white",0,NA,"11-15","<20","Pop 100-500K","Stranger","Early",0,"KS","West North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","15173"
"5933","MI8234900"," 9101-H89F92",20121024,20050101,"DETROIT                       ",707096,82,163,NA,100,1,1,1,"SingleVO",1,15,"female","black",NA,"resident",21,"male","black",0,NA,"11-15","20-30","Pop >500K","Stranger",NA,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","21163"
"5934","CT0000200","8I0BRVSMPX N",20100115,20010301,"ANSONIA                       ",18743,5,9,18,100,1,3,1,"MultVic",1,13,"male","white","not.hispanic","resident",25,"male","white",1,0,"11-15","20-30","Pop <25K","Stranger","Afternoon",0,"CT","New England","Northeast","Other/unknown","Unknown","Knife/Cutting Instrument","None","Stranger","06009"
"5935","OH0570000","8N0BRCMQF2 N",20110526,20080201,"MONTGOMERY                    ",66279,57,113,20,100,1,1,1,"SingleVO",1,10,"male","white",NA,"resident",45,"male","white",0,NA,"6-10","40-50","Pop 25-100K","Stranger","Night",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34113"
"5936","CO0010600","EUCZF28N05Y4",20100323,19970101,"NORTHGLENN                    ",34171,1,1,12,100,0,2,1,"MultVic",1,11,"female","white",NA,NA,18,"male","black",0,NA,"11-15","<20","Pop 25-100K","Stranger","Morning",1,"CO","Mountain","West","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05001"
"5937","OH0250600","WI144Q39G0W5",20120406,20040101,"GROVE CITY                    ",36050,25,49,17,100,1,1,2,"MultOff",1,12,"female","white",NA,"resident",19,"male","white",0,NA,"11-15","<20","Pop 25-100K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5938","OR0270100","8T0BRWSV72 N",20120211,20031101,"DALLAS                        ",14802,27,53,18,100,0,1,1,"SingleVO",1,7,"female","white",NA,NA,51,"male","white",0,11.7,"6-10",">50","Pop <25K","Stranger","Afternoon",0,"OR","Pacific","West","Other/unknown","Unknown","None/Other","None","Stranger","36053"
"5939","OHCOP0000","8I0Q-YZD12 N",20100529,20030101,"COLUMBUS                      ",760895,25,49,22,100,1,2,1,"MultVic",1,8,"female","black",NA,"resident",53,"male","white",0,NA,"6-10",">50","Pop >500K","Stranger","Night",1,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Stranger","34049"
"5940","SC0400400","4N-PR4X4EYW5",20120308,19910101,"FOREST ACRES                  ",10596,40,79,15,100,0,1,1,"SingleVO",1,12,"male","white","not.hispanic","non-resident",40,"male","white",0,NA,"11-15","30-40","Pop <25K","Stranger","Afternoon",0,"SC","South Atlantic","South","Restaurant","Shopping","None/Other","None","Stranger","39079"
"5941","CODPD0000","TG-W5HW9PU64",20100810,20050101,"DENVER                        ",607051,16,31,16,100,1,1,2,"MultOff",0,12,"female","black","not.hispanic","resident",42,"male","white",1,0,"11-15","40-50","Pop >500K","Stranger","Afternoon",1,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","05031"
"5942","OHCLP0000","2W1M0UHOZCTN",20111128,20030101,"CLEVELAND                     ",397106,18,35,14,100,1,1,2,"MultOff",0,15,"male","black","not.hispanic","resident",18,"male","black",1,0.4,"11-15","<20","Pop 100-500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","School--elementary/secondary","School","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34035"
"5943","MI8234900","181J06H2868I",20120430,20050101,"DETROIT                       ",707096,82,163,8,100,1,1,1,"SingleVO",1,14,"female","black",NA,"resident",NA,"male","black",0,NA,"11-15",NA,"Pop >500K","Stranger","Morning",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","21163"
"5944","UT0180500","8IEBRMTHP2 N",20100907,19931201,"SANDY                         ",95173,18,35,13,100,1,1,1,"SingleVO",1,4,"female","white","hispanic","non-resident",41,"male","white",1,2,"0-5","40-50","Pop 25-100K","Stranger","Afternoon",0,"UT","Mountain","West","Department/Discount Store","Shopping","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","43035"
"5945","OH0770100","8T0BYB5972 N",20120301,19980601,"AKRON                         ",198390,77,153,15,100,1,2,1,"MultVic",1,10,"female","white",NA,NA,19,"male","white",0,NA,"6-10","<20","Pop 100-500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","School--elementary/secondary","School","None/Other","None","Stranger","34153"
"5946","WA0270300"," 13MUVSQTX I",20111031,20070101,"TACOMA                        ",201510,27,53,16,100,1,1,1,"SingleVO",1,13,"female","white","hispanic","resident",NA,"male",NA,0,NA,"11-15",NA,"Pop 100-500K","Stranger","Afternoon",NA,"WA","Pacific","West","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","46053"
"5947","IA0520500","NA2HP08OLD1A",20121014,20010101,"NORTH LIBERTY                 ",13661,52,103,11,100,1,3,1,"MultVic",1,10,"female",NA,NA,"resident",25,"male","white",0,NA,"6-10","20-30","Pop <25K","Stranger","Morning",NA,"IA","West North Central","Northcentral","Field/Woods","Park/outdoor","None/Other","None","Stranger","14103"
"5948","OHCOP0000","F3127X5SWIU3",20110822,20030101,"COLUMBUS                      ",770686,25,49,11,100,0,1,1,"SingleVO",1,14,"male","black",NA,"resident",25,"male","black",1,NA,"11-15","20-30","Pop >500K","Stranger","Morning",0,"OH","East North Central","Northcentral","Residence/Home","Home","Knife/Cutting Instrument","None","Stranger","34049"
"5949","CO0070400","8T0BRBRL62 N",20121101,19970101,"LONGMONT                      ",88895,7,13,18,100,0,1,2,"MultOff",0,15,"female","white","not.hispanic","resident",22,"male","white",0,NA,"11-15","20-30","Pop 25-100K","Stranger","Afternoon",0,"CO","Mountain","West","Field/Woods","Park/outdoor","None/Other","None","Stranger","05013"
"5950","CO0210000","8T0B1CSQ72 N",20120619,20040101,"EL PASO                       ",171761,21,41,15,100,1,1,1,"SingleVO",1,8,"female","white","hispanic","resident",NA,"male","white",0,18.1,"6-10",NA,"Pop 100-500K","Stranger","Afternoon",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05041"
"5951","CO0210100","CT153EMRVSCT",20110513,19970101,"COLORADO SPRINGS              ",423680,21,41,11,100,1,2,3,"MultVO",0,15,"female","white","hispanic","resident",24,"male","white",1,NA,"11-15","20-30","Pop 100-500K","Stranger","Morning",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","05041"
"5952","MA0030800","VS--J3A-QTVS",20110715,20040601,"FALL RIVER                    ",89399,3,5,13,100,0,3,1,"MultVic",1,15,"male","white","not.hispanic","resident",44,"male","white",1,0,"11-15","40-50","Pop 25-100K","Stranger","Afternoon",0,"MA","New England","Northeast","Other/unknown","Unknown",NA,"None","Stranger","20005"
"5953","WA0270300","1A2I50XPLD1A",20110926,20070101,"TACOMA                        ",201510,27,53,10,100,1,1,1,"SingleVO",1,14,"female","white","not.hispanic","resident",50,"male","white",0,NA,"11-15","40-50","Pop 100-500K","Stranger","Morning",0,"WA","Pacific","West","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","46053"
"5954","VA0930100","5F19-095JQ-S",20100305,19961201,"FRONT ROYAL                   ",14725,94,187,18,100,1,1,1,"SingleVO",1,11,"male","white","not.hispanic","non-resident",21,"male","white",1,NA,"11-15","20-30","Pop <25K","Stranger","Afternoon",0,"VA","South Atlantic","South","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","45187"
