"","current.population","hour.group","victim.age","victim.sex","victim.race","victim.residency","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","location.group","same.race","target.harm"
"4394",37032,"Morning",14,"female","white","resident",23,"male","white","Single Victim","Multiple Offenders","Parent","Pacific","Home",0,"1"
"4395",707096,"Afternoon",14,"female","black","resident",20,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4396",43160,"Afternoon",1,"female","white","resident",52,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4397",47480,"Afternoon",14,"female","white","resident",83,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4398",192465,"Afternoon",13,"female","white","resident",42,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4399",24801,"Night",15,"female","white","resident",49,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4400",12494,"Afternoon",12,"female","white","resident",22,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4401",397106,"Night",15,"female","white","resident",47,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"1"
"4402",199256,"Morning",10,"female","black","resident",20,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4403",612789,"Morning",13,"female","white","resident",60,"male","white","Single Victim","Single Offender","Parent","East South Central","Other",0,"0"
"4404",234100,"Morning",9,"female","black","resident",34,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"4405",192465,"Morning",11,"female","white","resident",43,"female","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"4406",616366,"Morning",15,"female","white","resident",40,"male","black","Single Victim","Single Offender","Parent","East South Central","Other",1,"1"
"4407",297160,"Morning",11,"female","black","resident",45,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",1,"0"
"4408",9247,"Afternoon",15,"male","white","resident",28,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"1"
"4409",205760,"Afternoon",11,"female","white","resident",24,"male","asian","Multiple Victims","Single Offender","Parent","East North Central","Other",1,"0"
"4410",107609,"Night",8,"male","white","resident",49,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"4411",22143,"Afternoon",8,"female","white","resident",44,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4412",393781,"Night",14,"female","white","resident",18,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",1,"1"
"4413",25734,"Afternoon",1,"female","white","resident",34,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"4414",4629,"Night",13,"female","white","resident",51,"male","white","Single Victim","Single Offender","Parent","East South Central","Other",0,"1"
"4415",205760,"Afternoon",10,"male","black","resident",20,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,"0"
"4416",29950,"Morning",5,"male","white","resident",26,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"4417",224846,"Afternoon",13,"female","white","resident",20,"male","white","Single Victim","Multiple Offenders","Parent","Mountain","Other",0,"0"
"4418",182878,"Morning",6,"male","black","resident",20,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,"0"
"4419",761874,"Afternoon",15,"male","black","resident",28,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",1,"1"
"4420",49106,"Morning",8,"male","white","resident",37,"female","white","Single Victim","Single Offender","Parent","West North Central","Other",0,"0"
"4421",44114,"Afternoon",3,"male","white","resident",28,"male","white","Multiple Victims","Multiple Offenders","Parent","West North Central","Home",0,"0"
"4422",605921,"Afternoon",14,"female","black","resident",40,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4423",73270,"Morning",12,"female","black","resident",42,"male","white","Single Victim","Multiple Offenders","Parent","South Atlantic","Home",1,"1"
"4424",15412,"Night",15,"female","black","non-resident",20,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"1"
"4425",245704,"Afternoon",7,"female","white","resident",25,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"4426",6189,"Night",13,"male","white","resident",17,"male","white","Single Victim","Multiple Offenders","Parent","Mountain","Home",0,"1"
"4427",899447,"Morning",13,"female","black","resident",20,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4428",332365,"Morning",13,"female","black","resident",35,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4429",376880,"Morning",0.5,"male","black","resident",21,"male","black","Single Victim","Single Offender","Parent","West North Central","Other",0,"0"
"4430",47787,"Night",12,"female","white","resident",40,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4431",33465,"Afternoon",3,"male","black","non-resident",45,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",1,"1"
"4432",760895,"Early",11,"female","black","resident",22,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4433",199256,"Night",15,"female","black","resident",42,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4434",24086,"Morning",12,"female","white","non-resident",56,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"4435",181908,"Morning",1,"male","white","resident",37,"female","white","Single Victim","Single Offender","Parent","New England","Home",0,"0"
"4436",76523,"Morning",14,"female","white","resident",17,"male","white","Single Victim","Multiple Offenders","Parent","West South Central","School/Center",0,"1"
"4437",6048,"Night",15,"female","white","resident",18,"female","white","Single Victim","Multiple Offenders","Parent","West South Central","Other",0,"0"
"4438",44416,"Night",13,"female","white","resident",33,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4439",20205,"Afternoon",11,"female","white","resident",18,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4440",50700,"Night",8,"female","white","resident",32,"male","white","Single Victim","Single Offender","Parent","West South Central","Home",0,"1"
"4441",616366,"Afternoon",14,"female","white","resident",45,"male","white","Single Victim","Single Offender","Parent","East South Central","Other",0,"1"
"4442",748819,"Morning",1,"female","white","resident",40,"female","white","Single Victim","Multiple Offenders","Parent","West South Central","Other",0,"0"
"4443",426042,"Afternoon",9,"female","white","resident",65,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4444",1055204,"Afternoon",15,"female","black","resident",18,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"1"
"4445",87742,"Afternoon",8,"female","white","resident",43,"male","white","Single Victim","Single Offender","Parent","Mountain","School/Center",0,"0"
"4446",72088,"Afternoon",2,"male","black","resident",55,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"0"
"4447",139615,"Afternoon",14,"female","white","non-resident",19,"male","white","Single Victim","Multiple Offenders","Parent","Mountain","Other",0,"1"
"4448",198390,"Night",11,"female","white","resident",25,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4449",393781,"Afternoon",15,"female","white","resident",54,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",1,"1"
"4450",55524,"Afternoon",2,"female","white","resident",20,"male","white","Single Victim","Multiple Offenders","Parent","Mountain","Home",0,"0"
"4451",597426,"Night",14,"female","white","resident",24,"male","white","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"1"
"4452",43827,"Afternoon",15,"female","black","resident",46,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4453",599395,"Afternoon",3,"female","black","resident",17,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"0"
"4454",0,"Morning",14,"female","white","non-resident",43,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"1"
"4455",780239,"Morning",12,"female","black","resident",27,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4456",761874,"Morning",12,"female","black","resident",35,"male","black","Single Victim","Single Offender","Parent","West South Central","Other",0,"1"
"4457",761874,"Afternoon",12,"male","white","resident",41,"male","black","Single Victim","Single Offender","Parent","West South Central","Other",1,"0"
"4458",11107,"Night",15,"female","white","non-resident",18,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4459",21326,"Morning",15,"female","black","resident",37,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4460",30782,"Night",7,"male","white","resident",33,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"4461",780239,"Afternoon",9,"female","white","resident",35,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4462",605921,"Morning",14,"female","black","resident",20,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4463",393781,"Afternoon",15,"female","black","resident",20,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4464",199595,"Afternoon",11,"female","black","resident",27,"male","white","Single Victim","Single Offender","Parent","Pacific","Other",1,"0"
"4465",44613,"Night",15,"female","white","resident",42,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"4466",713240,"Afternoon",15,"female","black","resident",35,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"1"
"4467",199256,"Morning",13,"female","black","resident",24,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4468",13728,"Afternoon",14,"male","white","resident",55,"male","white","Single Victim","Single Offender","Parent","East South Central","Other",0,"0"
"4469",132266,"Night",11,"male","white","resident",30,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"4470",20306,"Afternoon",13,"male","white","resident",32,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4471",91846,"Morning",14,"female","black","resident",35,"male","white","Single Victim","Single Offender","Parent","New England","Other",0,"0"
"4472",426042,"Morning",13,"female","white","resident",24,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4473",326146,"Afternoon",10,"female","black","resident",45,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"4474",190038,"Morning",15,"female","white","resident",39,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"4475",426042,"Afternoon",8,"male","black","resident",53,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4476",38699,"Afternoon",5,"female","white","resident",28,"male","white","Multiple Victims","Single Offender","Parent","New England","School/Center",0,"0"
"4477",760895,"Early",12,"female","black","resident",40,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4478",41157,"Morning",5,"female","white","non-resident",40,"female","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4479",393781,"Night",10,"male","black","resident",47,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4480",42850,"Afternoon",10,"male","white","resident",28,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",1,"1"
"4481",23031,"Afternoon",3,"female","white","resident",32,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4482",332365,"Morning",2,"female","black","resident",25,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4483",2028,"Morning",9,"male","black","resident",32,"female","white","Single Victim","Single Offender","Parent","West South Central","Other",1,"0"
"4484",64144,"Afternoon",9,"female","white","resident",31,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4485",397106,"Afternoon",11,"male","white","resident",30,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4486",397106,"Afternoon",13,"female","black","resident",49,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4487",21484,"Afternoon",11,"male","white","resident",16,"male","white","Multiple Victims","Multiple Offenders","Parent","East North Central","Home",0,"0"
"4488",48350,"Morning",3,"male","white","resident",26,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"4489",748819,"Morning",6,"male","white","resident",27,"female","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4490",326146,"Afternoon",2,"female","white","resident",89,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"4491",92383,"Morning",14,"female","black","resident",21,"male","black","Single Victim","Single Offender","Parent","New England","Other",0,"0"
"4492",181908,"Night",15,"female","white","resident",55,"male","black","Single Victim","Single Offender","Parent","New England","Other",0,"1"
"4493",5937,"Morning",1,"male","white","resident",25,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",1,"0"
"4494",41587,"Night",13,"female","white","resident",18,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"1"
"4495",59089,"Early",11,"female","black","resident",30,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"4496",393781,"Afternoon",11,"female","black","resident",52,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4497",760895,"Morning",9,"female","white","resident",43,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4498",379177,"Morning",9,"male","white","resident",55,"male","white","Single Victim","Single Offender","Parent","Pacific","Other",0,"0"
"4499",91846,"Afternoon",14,"male","white","resident",24,"male","white","Single Victim","Single Offender","Parent","New England","Other",0,"1"
"4500",21838,"Afternoon",14,"female","white","resident",25,"male","black","Single Victim","Multiple Offenders","Parent","East South Central","Home",1,"1"
"4501",4302,"Afternoon",3,"male","black","resident",21,"male","white","Multiple Victims","Single Offender","Parent","East South Central","Home",1,"1"
"4502",748819,"Afternoon",12,"female","black","resident",50,"female","white","Single Victim","Single Offender","Parent","West South Central","Other",1,"0"
"4503",5553,"Afternoon",15,"female","white","resident",45,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4504",44631,"Morning",0.5,"female","white","resident",38,"female","white","Single Victim","Multiple Offenders","Parent","West North Central","Home",0,"0"
"4505",0,"Early",12,"female","white","resident",77,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4506",206654,"Early",14,"female","black","resident",45,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"1"
"4507",32641,"Night",2,"female","white","resident",30,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4508",6825,"Morning",9,"female","white","non-resident",24,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"1"
"4509",130027,"Morning",1,"male","black","resident",23,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"0"
"4510",199595,"Night",15,"female","white","non-resident",60,"male","white","Single Victim","Single Offender","Parent","Pacific","Other",0,"1"
"4511",426042,"Afternoon",14,"female","white","resident",16,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4512",26997,"Morning",3,"female","black","resident",24,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"0"
"4513",103425,"Afternoon",5,"female","white","resident",60,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4514",599395,"Early",15,"female","black","resident",30,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4515",899447,"Afternoon",5,"female","black","resident",35,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4516",278483,"Morning",15,"female","black","non-resident",30,"male","black","Single Victim","Single Offender","Parent","Mountain","Other",0,"1"
"4517",569,"Afternoon",13,"female","white","resident",18,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"1"
"4518",43373,"Afternoon",12,"male","white","resident",32,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4519",8121,"Night",15,"female","white","non-resident",19,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"4520",707096,"Afternoon",15,"female","white","resident",50,"male","asian","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4521",26788,"Morning",7,"female","white","resident",18,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"1"
"4522",0,"Afternoon",10,"male","white","resident",37,"male","white","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"0"
"4523",62556,"Afternoon",9,"female","white","resident",43,"male","white","Single Victim","Single Offender","Parent","West North Central","Other",0,"0"
"4524",66924,"Morning",14,"female","black","resident",55,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",1,"0"
"4525",4231,"Night",13,"female","white","resident",33,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4526",5519,"Afternoon",12,"male","white","resident",35,"male","white","Single Victim","Single Offender","Parent","West North Central","Other",0,"0"
"4527",761874,"Afternoon",1,"male","white","resident",32,"male","black","Single Victim","Single Offender","Parent","West South Central","Home",1,"0"
"4528",79556,"Afternoon",15,"female","white","resident",41,"female","white","Single Victim","Single Offender","Parent","Pacific","Other",0,"0"
"4529",70242,"Night",12,"female","black","resident",46,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",1,"0"
"4530",397106,"Morning",14,"female","black","resident",19,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4531",0,"Morning",15,"female","black","resident",17,"male","white","Single Victim","Single Offender","Parent","South Atlantic","School/Center",1,"1"
"4532",373553,"Night",8,"male","white","resident",56,"male","white","Single Victim","Multiple Offenders","Parent","Pacific","Other",0,"0"
"4533",156180,"Morning",8,"male","black","resident",35,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4534",297160,"Morning",15,"female","black","resident",50,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4535",87290,"Afternoon",8,"female","white","resident",58,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4536",32741,"Afternoon",8,"female","black","resident",20,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"1"
"4537",192465,"Afternoon",13,"male","white","resident",39,"male","white","Multiple Victims","Single Offender","Parent","Mountain","Other",0,"0"
"4538",760895,"Night",14,"female","black","resident",20,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,"1"
"4539",760895,"Night",12,"female","white","resident",50,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4540",40312,"Night",8,"male","white","resident",36,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4541",426042,"Morning",10,"female","black","resident",45,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4542",397106,"Night",14,"female","black","resident",25,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4543",221167,"Afternoon",11,"male","amer.indian","resident",39,"female","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",1,"0"
"4544",26409,"Early",3,"male","white","resident",30,"male","amer.indian","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4545",899447,"Afternoon",14,"female","black","resident",20,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"1"
"4546",6530,"Night",6,"female","white","resident",28,"female","white","Multiple Victims","Multiple Offenders","Parent","West North Central","Home",0,"0"
"4547",426042,"Morning",7,"female","black","resident",45,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4548",2622,"Morning",7,"male","white","non-resident",38,"male","white","Single Victim","Multiple Offenders","Parent","West South Central","Home",0,"0"
"4549",228874,"Night",14,"female","white","resident",33,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"1"
"4550",133955,"Afternoon",15,"female","black","resident",16,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4551",98902,"Early",15,"female","white","resident",22,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"1"
"4552",393781,"Afternoon",13,"male","white","resident",53,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4553",393781,"Night",9,"female","white","resident",65,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4554",83494,"Morning",13,"female","black","resident",19,"male","white","Multiple Victims","Single Offender","Parent","West North Central","School/Center",1,"0"
"4555",447588,"Afternoon",14,"male","white","resident",37,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"4556",4948,"Afternoon",13,"female","white","resident",33,"male","white","Single Victim","Multiple Offenders","Parent","West South Central","School/Center",0,"0"
"4557",44729,"Afternoon",13,"male","white","non-resident",26,"male","white","Multiple Victims","Single Offender","Parent","West South Central","Other",0,"0"
"4558",89034,"Afternoon",2,"female","white","resident",21,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4559",32641,"Night",0.5,"female","white","resident",21,"female","white","Multiple Victims","Multiple Offenders","Parent","Mountain","Home",0,"1"
"4560",18628,"Night",8,"female","white","resident",40,"female","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"4561",742780,"Night",14,"female","black","resident",43,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",1,"1"
"4562",42046,"Night",9,"female","white","resident",17,"male","white","Multiple Victims","Single Offender","Parent","New England","Other",0,"1"
"4563",330217,"Night",4,"male","black","resident",24,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",1,"0"
"4564",605921,"Afternoon",14,"female","black","resident",17,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,"1"
"4565",599395,"Afternoon",4,"female","black","non-resident",33,"female","black","Single Victim","Single Offender","Parent","East North Central","School/Center",0,"0"
"4566",79237,"Afternoon",3,"female","white","resident",25,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"1"
"4567",139078,"Afternoon",13,"male","white","resident",48,"male","white","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,"0"
"4568",205883,"Night",15,"male","black","resident",20,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"1"
"4569",323808,"Afternoon",13,"female","black","resident",27,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"4570",443226,"Afternoon",14,"female","white","resident",19,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",1,"0"
"4571",13472,"Afternoon",15,"male","white","resident",43,"male","white","Single Victim","Single Offender","Parent","West South Central","Home",0,"1"
"4572",199256,"Afternoon",13,"female","white","resident",17,"male","white","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"0"
"4573",7875,"Afternoon",14,"female","white","non-resident",46,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4574",605921,"Afternoon",14,"female","black","resident",17,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,"0"
"4575",393781,"Night",9,"female","white","resident",40,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4576",73270,"Night",14,"female","white","resident",30,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",1,"0"
"4577",190038,"Night",11,"male","white","resident",44,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4578",199256,"Morning",11,"male","white","resident",52,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4579",332365,"Morning",13,"female","black","resident",35,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4580",761874,"Afternoon",12,"female","white","resident",45,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4581",393781,"Morning",12,"female","black","resident",30,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"1"
"4582",6754,"Afternoon",13,"female","white","resident",33,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4583",153331,"Afternoon",14,"female","black","resident",30,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4584",2196,"Night",13,"female","white","resident",39,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"4585",70242,"Night",6,"male","black","resident",62,"female","white","Single Victim","Multiple Offenders","Parent","East North Central","Home",1,"1"
"4586",171761,"Night",14,"male","white","resident",64,"male","white","Multiple Victims","Single Offender","Parent","Mountain","Home",0,"1"
"4587",6194,"Early",11,"female","white","resident",40,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"4588",47608,"Afternoon",8,"female","white","resident",24,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4589",24818,"Afternoon",15,"female","white","resident",17,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"1"
"4590",432287,"Night",15,"female","white","non-resident",31,"male","black","Single Victim","Single Offender","Parent","Mountain","Home",1,"1"
"4591",8430,"Night",15,"female","white","resident",16,"male","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4592",1343,"Afternoon",15,"male","white","resident",37,"male","white","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"1"
"4593",229396,"Night",5,"female","white","resident",63,"female","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4594",27930,"Afternoon",11,"female","white","resident",67,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4595",407235,"Morning",13,"female","white","resident",27,"male","white","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"0"
"4596",760895,"Afternoon",11,"female","white","resident",34,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4597",46713,"Night",9,"male","white","resident",32,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4598",397106,"Night",5,"male","black","resident",36,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"1"
"4599",199256,"Afternoon",7,"female","white","resident",42,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4600",8587,"Afternoon",11,"female","black","resident",36,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4601",707096,"Afternoon",15,"female","black","resident",27,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4602",205760,"Morning",9,"female","black","resident",66,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4603",1234,"Night",9,"female","amer.indian","non-resident",61,"male","white","Multiple Victims","Single Offender","Parent","West South Central","Other",1,"0"
"4604",886,"Morning",6,"female","white","resident",16,"male","white","Single Victim","Single Offender","Parent","West North Central","School/Center",0,"1"
"4605",23773,"Night",11,"male","white","resident",51,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4606",59183,"Afternoon",5,"female","white","resident",45,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4607",29611,"Early",10,"female","white","resident",30,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"1"
"4608",34483,"Afternoon",6,"female","black","non-resident",36,"female","white","Single Victim","Single Offender","Parent","East South Central","Other",1,"0"
"4609",332365,"Afternoon",13,"female","black","resident",45,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"1"
"4610",12375,"Morning",2,"female","black","resident",20,"male","black","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4611",62305,"Morning",15,"female","white","resident",37,"male","white","Single Victim","Single Offender","Parent","West North Central","Other",0,"0"
"4612",192465,"Morning",9,"male","white","resident",43,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4613",36838,"Afternoon",10,"female","white","resident",56,"female","white","Single Victim","Multiple Offenders","Parent","West South Central","Other",0,"0"
"4614",447588,"Afternoon",8,"female","black","resident",32,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"0"
"4615",770686,"Morning",5,"male","white","resident",54,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4616",198390,"Night",14,"female","white","resident",50,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4617",16637,"Afternoon",15,"male","white","resident",26,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"1"
"4618",192465,"Night",4,"female","white","resident",25,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"4619",662,"Night",4,"female","white","resident",30,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4620",995,"Morning",14,"female","white","resident",19,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"1"
"4621",780239,"Morning",10,"male","black","resident",35,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"0"
