"","population.group","incident.hour","completed","victim.age","victim.sex","victim.race","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","loc.group","same.race","target.harm","cluster"
"4813","Pop 25-100K",20,0,7,"female","white",29,"male","white","Single Victim","Multiple Offenders","Stranger","New England","Home",0,0,14
"4814","Pop 100-500K",11,1,12,"female","white",25,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Home",0,0,2
"4815","Pop 100-500K",12,0,9,"female","black",25,"male","white","Single Victim","Multiple Offenders","Stranger","Mountain","School",1,0,13
"4816","Pop >500K",6,0,13,"female","black",42,"male","black","Single Victim","Single Offender","Stranger","East South Central","Road/transit",0,1,9
"4817","Pop >500K",17,1,7,"male","black",40,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Shopping",1,0,1
"4818","Pop 100-500K",3,1,12,"female","black",35,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Home",0,0,7
"4819","Pop 25-100K",15,0,6,"female","white",35,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,1
"4820","Pop 100-500K",16,0,9,"male","white",30,"male","white","Multiple Victims","Multiple Offenders","Stranger","Mountain","Road/transit",0,0,8
"4821","Pop 100-500K",6,0,7,"female","black",30,"male","black","Multiple Victims","Single Offender","Stranger","West North Central","Road/transit",0,0,13
"4822","Pop 100-500K",10,1,14,"male","black",19,"male","black","Multiple Victims","Multiple Offenders","Stranger","West North Central","Road/transit",0,0,2
"4823","Pop 100-500K",17,1,5,"female","white",75,"male","white","Single Victim","Single Offender","Stranger","East North Central","Shopping",0,0,15
"4825","Pop >500K",20,1,15,"female","black",22,"male","black","Single Victim","Multiple Offenders","Stranger","East South Central","Home",0,1,4
"4826","Pop 100-500K",9,0,14,"female","white",27,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,2
"4827","Pop 100-500K",20,0,11,"female","black",35,"male","black","Single Victim","Single Offender","Stranger","Pacific","Road/transit",0,0,8
"4828","Pop <25K",15,0,13,"female","white",62,"male","white","Multiple Victims","Single Offender","Stranger","West North Central","Road/transit",0,0,15
"4829","Pop 25-100K",19,0,14,"female","white",30,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","Shopping",0,0,8
"4830","Pop 100-500K",17,0,11,"female","black",35,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,8
"4831","Pop 100-500K",23,1,11,"female","white",54,"male","white","Single Victim","Single Offender","Stranger","East North Central","Unknown",0,0,3
"4832","Pop >500K",16,1,11,"female","black",57,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,3
"4833","Pop 100-500K",14,1,14,"male","black",34,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,1,8
"4834","Pop <25K",20,1,10,"male","white",16,"male","white","Multiple Victims","Multiple Offenders","Stranger","East South Central","Park/outdoor",0,1,4
"4835","Pop 100-500K",16,0,10,"female","black",35,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Home",1,0,8
"4836","Pop 25-100K",22,1,12,"female","white",30,"male","white","Single Victim","Single Offender","Stranger","New England","Road/transit",0,1,8
"4838","Pop 25-100K",18,0,2,"female","white",22,"male","black","Single Victim","Single Offender","Stranger","West North Central","Home",1,0,12
"4839","Pop 100-500K",6,0,8,"female","black",30,"male","black","Multiple Victims","Single Offender","Stranger","West North Central","Road/transit",0,0,13
"4840","Pop >500K",14,1,8,"female","black",45,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,10
"4841","Pop 100-500K",16,1,8,"female","white",65,"male","white","Multiple Victims","Single Offender","Stranger","Mountain","Shopping",0,0,15
"4842","Pop 25-100K",20,1,10,"male","white",25,"male","white","Multiple Victims","Single Offender","Stranger","South Atlantic","Shopping",0,1,4
"4843","Pop >500K",16,1,12,"female","white",29,"male","white","Single Victim","Single Offender","Stranger","East North Central","Shopping",0,0,8
"4844","Pop <25K",17,1,10,"male","white",18,"male","white","Single Victim","Single Offender","Stranger","East South Central","Road/transit",0,0,4
"4845","Pop >500K",15,1,15,"male","white",18,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",1,1,4
"4846","Pop >500K",15,0,10,"male","black",32,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,8
"4847","Pop <25K",17,0,1,"female","white",20,"female","black","Single Victim","Single Offender","Stranger","South Atlantic","Shopping",1,1,12
"4848","Pop >500K",15,0,12,"female","white",30,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,8
"4849","Pop 100-500K",16,1,11,"female","black",49,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,3
"4850","Pop 100-500K",19,0,15,"female","white",35,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",0,0,8
"4851","Pop 25-100K",13,0,6,"female","white",23,"male","white","Multiple Victims","Single Offender","Stranger","Mountain","Home",0,0,6
"4852","Pop <25K",21,0,13,"female","white",30,"male","white","Multiple Victims","Single Offender","Stranger","West North Central","Road/transit",0,0,8
"4853","Pop 100-500K",17,0,6,"female","white",17,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Home",1,0,12
"4854","Pop 25-100K",20,1,11,"male","white",25,"male","white","Multiple Victims","Single Offender","Stranger","South Atlantic","Shopping",0,1,4
"4856","Pop >500K",15,0,11,"male","white",68,"male","white","Single Victim","Single Offender","Stranger","East South Central","Home",0,0,15
"4857","Pop 100-500K",15,0,13,"female","black",30,"male","white","Single Victim","Single Offender","Stranger","East North Central","School",1,0,8
"4858","Pop 100-500K",8,1,11,"female","white",35,"male","white","Single Victim","Multiple Offenders","Stranger","Mountain","Road/transit",0,0,7
"4859","Pop <25K",18,1,13,"male","white",25,"male","white","Multiple Victims","Single Offender","Stranger","New England","Unknown",0,1,4
"4860","Pop 100-500K",19,1,9,"female","white",59,"male","white","Multiple Victims","Single Offender","Stranger","South Atlantic","Home",0,1,3
"4861","Pop >500K",6,0,15,"female","black",30,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,7
"4862","Pop 100-500K",6,0,12,"male","black",45,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",1,0,9
"4863","Pop >500K",15,1,11,"female","black",45,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"4864","Pop 100-500K",19,0,9,"male","black",27,"male","black","Single Victim","Single Offender","Stranger","New England","School",0,0,14
"4865","Pop >500K",8,1,10,"female","black",60,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,15
"4866","Pop 25-100K",6,1,14,"female","white",22,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,1,2
"4867","Pop >500K",11,1,12,"female","black",60,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","Unknown",0,1,15
"4868","Pop >500K",17,1,11,"female","white",40,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,10
"4869","Pop <25K",17,0,11,"female","white",52,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,3
"4870","Pop 25-100K",15,0,10,"male","white",47,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","School",0,0,10
"4871","Pop <25K",21,0,9,"male","white",58,"female","white","Single Victim","Multiple Offenders","Stranger","East North Central","Shopping",0,0,3
"4872","Pop <25K",8,0,14,"male","white",40,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,7
"4873","Pop >500K",19,1,9,"female","white",55,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Unknown",0,0,3
"4874","Pop 100-500K",13,0,12,"female","white",25,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,0,4
"4875","Pop >500K",7,0,14,"female","black",25,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",1,0,2
"4876","Pop 25-100K",12,0,13,"female","white",20,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,4
"4877","Pop 100-500K",14,0,12,"female","white",55,"male","white","Single Victim","Single Offender","Stranger","Mountain","Park/outdoor",0,0,3
"4878","Pop 25-100K",20,1,13,"male","white",31,"male","black","Multiple Victims","Single Offender","Stranger","East South Central","Road/transit",1,0,8
"4879","Pop >500K",9,1,10,"female","black",21,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,2
"4880","Pop >500K",16,1,4,"female","black",15,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,12
"4881","Pop 25-100K",20,1,12,"female","white",42,"male","black","Multiple Victims","Multiple Offenders","Stranger","South Atlantic","Home",1,1,10
"4882","Pop 25-100K",16,0,15,"female","white",20,"male","black","Single Victim","Single Offender","Stranger","Pacific","Road/transit",1,0,4
"4883","Pop 25-100K",15,0,10,"male","white",39,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,10
"4884","Pop >500K",21,0,12,"male","white",35,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,8
"4885","Pop >500K",10,0,15,"female","black",23,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,1,2
"4886","Pop >500K",21,0,10,"male","black",39,"male","black","Multiple Victims","Multiple Offenders","Stranger","Mountain","Road/transit",0,0,10
"4887","Pop >500K",16,1,14,"male","white",39,"male","black","Single Victim","Multiple Offenders","Stranger","Mountain","Road/transit",1,1,10
"4888","Pop 25-100K",18,1,7,"female","white",25,"male","white","Single Victim","Single Offender","Stranger","West North Central","Park/outdoor",0,0,14
"4889","Pop >500K",18,1,11,"female","white",30,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"4890","Pop >500K",22,0,8,"female","white",60,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,3
"4891","Pop 100-500K",12,1,9,"female","black",30,"male","black","Single Victim","Single Offender","Stranger","East North Central","Home",0,0,13
"4892","Pop 100-500K",13,1,15,"male","black",20,"male","black","Single Victim","Single Offender","Stranger","New England","Road/transit",0,1,4
"4894","Pop <25K",0,0,6,"male","white",48,"male","white","Single Victim","Multiple Offenders","Stranger","Mountain","Shopping",0,0,9
"4895","Pop >500K",21,1,12,"female","black",29,"male","black","Single Victim","Multiple Offenders","Stranger","East South Central","Home",0,0,8
"4896","Pop >500K",22,1,10,"female","black",53,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Unknown",1,0,3
"4897","Pop >500K",10,1,12,"female","white",62,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,15
"4898","Pop 25-100K",15,1,15,"female","white",29,"male","black","Multiple Victims","Multiple Offenders","Stranger","South Atlantic","Road/transit",1,0,8
"4899","Pop >500K",15,1,10,"female","black",35,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"4900","Pop 100-500K",8,1,6,"female","white",52,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,1,9
"4901","Pop >500K",16,0,15,"female","black",30,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"4902","Pop >500K",16,1,11,"male","black",25,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,4
"4903","Pop >500K",12,1,12,"female","white",37,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,8
"4904","Pop >500K",7,1,9,"female","white",25,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,2
"4905","Pop 25-100K",18,0,5,"male","white",55,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,11
"4906","Pop 100-500K",14,1,10,"female","black",53,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,3
"4907","Pop 25-100K",16,1,10,"male","white",69,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Home",0,0,15
"4908","Pop 100-500K",17,0,10,"male","white",19,"male","white","Single Victim","Single Offender","Stranger","Mountain","Park/outdoor",0,0,4
"4909","Pop 25-100K",16,1,11,"female","white",52,"male","black","Single Victim","Single Offender","Stranger","West North Central","Home",1,0,3
"4910","Pop >500K",10,0,12,"female","black",39,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,7
"4911","Pop <25K",4,0,0.5,"female","white",29,"male","white","Single Victim","Single Offender","Stranger","New England","Road/transit",0,1,5
"4912","Pop >500K",8,1,10,"female","black",42,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,9
"4913","Pop >500K",18,1,9,"female","white",35,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,8
"4914","Pop >500K",19,1,5,"female","black",56,"male","white","Multiple Victims","Single Offender","Stranger","Mountain","Home",1,1,11
"4915","Pop 100-500K",1,1,10,"female","white",26,"male","white","Single Victim","Single Offender","Stranger","New England","Unknown",0,1,5
"4916","Pop >500K",13,1,8,"female","white",27,"male","white","Single Victim","Multiple Offenders","Stranger","Mountain","Road/transit",0,1,13
"4917","Pop >500K",8,0,12,"female","white",60,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,15
"4918","Pop 100-500K",8,1,15,"male","white",52,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,1,9
"4919","Pop 100-500K",8,0,13,"female","black",41,"female","white","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,0,9
"4920","Pop <25K",1,1,13,"male","white",18,"male","white","Multiple Victims","Single Offender","Stranger","West North Central","Road/transit",0,0,2
"4921","Pop >500K",6,1,12,"female","white",47,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,9
"4922","Pop >500K",15,1,13,"male","white",18,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",1,1,4
"4925","Pop >500K",8,0,14,"female","black",20,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,2
"4926","Pop 100-500K",23,1,0.1,"male","black",23,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,1,12
"4927","Pop 100-500K",14,0,9,"female","white",25,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,0,13
"4928","Pop 100-500K",17,1,13,"female","white",51,"female","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,3
"4930","Pop 100-500K",8,0,13,"female","white",39,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,7
"4931","Pop 100-500K",7,1,8,"female","white",35,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,7
"4932","Pop >500K",15,1,12,"male","black",47,"female","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"4933","Pop >500K",18,1,11,"female","white",30,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"4934","Pop 25-100K",13,0,10,"male","white",30,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"4935","Pop 100-500K",16,0,7,"male","white",30,"male","white","Multiple Victims","Multiple Offenders","Stranger","Mountain","Road/transit",0,0,14
"4937","Pop >500K",20,1,15,"female","black",32,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Shopping",1,0,8
"4938","Pop 25-100K",15,1,10,"female","white",17,"male","white","Multiple Victims","Single Offender","Stranger","West North Central","Road/transit",0,0,4
"4939","Pop >500K",14,1,12,"female","white",45,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"4940","Pop 100-500K",7,1,11,"male","black",25,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",1,0,2
"4941","Pop 100-500K",17,0,10,"female","black",39,"male","white","Single Victim","Single Offender","Stranger","Mountain","Unknown",1,0,10
"4942","Pop <25K",0,0,6,"female","white",40,"male","white","Single Victim","Multiple Offenders","Stranger","West North Central","Road/transit",0,0,7
"4943","Pop 25-100K",14,0,15,"female","white",32,"male","black","Single Victim","Single Offender","Stranger","East South Central","Road/transit",1,0,8
"4944","Pop >500K",15,1,13,"male","white",18,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",1,1,4
"4945","Pop >500K",12,1,12,"female","black",48,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,9
"4946","Pop 25-100K",18,0,15,"female","white",22,"male","white","Single Victim","Multiple Offenders","Stranger","Mountain","Park/outdoor",0,0,4
"4947","Pop 100-500K",7,1,2,"female","black",22,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",0,0,6
"4948","Pop 100-500K",6,0,15,"female","white",31,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,7
"4949","Pop 100-500K",20,0,13,"female","white",35,"male","black","Single Victim","Single Offender","Stranger","Pacific","Road/transit",1,0,8
"4950","Pop 100-500K",15,1,15,"female","black",23,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,1,4
"4951","Pop 100-500K",14,1,15,"male","black",26,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,1,4
"4952","Pop 100-500K",22,0,14,"female","white",25,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,4
"4953","Pop 25-100K",16,1,10,"male","black",50,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,3
"4954","Pop 25-100K",12,1,6,"male","black",40,"male","white","Single Victim","Single Offender","Stranger","New England","Shopping",1,1,1
"4955","Pop >500K",19,1,10,"male","white",32,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"4956","Pop 100-500K",15,1,14,"female","white",30,"male","white","Single Victim","Multiple Offenders","Stranger","Mountain","Road/transit",0,1,8
"4957","Pop 100-500K",14,1,14,"male","black",26,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,1,4
"4958","Pop 100-500K",7,0,14,"female","white",27,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",0,0,2
"4959","Pop >500K",15,0,5,"female","black",70,"female","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,0,15
"4960","Pop 100-500K",19,1,2,"female","white",30,"male","black","Single Victim","Single Offender","Stranger","East North Central","Home",1,0,14
"4961","Pop 25-100K",22,1,13,"male","white",30,"male","white","Multiple Victims","Single Offender","Stranger","South Atlantic","Home",0,1,8
"4962","Pop 100-500K",18,0,13,"female","asian",21,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,1,4
"4963","Pop >500K",20,0,10,"female","white",32,"male","white","Multiple Victims","Single Offender","Stranger","Mountain","Unknown",0,0,8
"4966","Pop <25K",20,0,10,"male","white",19,"male","white","Single Victim","Single Offender","Stranger","Pacific","Road/transit",0,0,4
"4967","Pop >500K",8,0,13,"female","white",25,"male","white","Single Victim","Single Offender","Stranger","East South Central","Road/transit",0,0,2
"4968","Pop <25K",18,0,8,"female","white",45,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"4969","Pop 25-100K",7,0,7,"male","white",47,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Shopping",1,0,9
"4970","Pop >500K",8,0,9,"female","black",45,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,9
"4971","Pop >500K",15,0,10,"female","white",16,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,4
"4972","Pop 25-100K",15,0,13,"female","black",79,"male","white","Single Victim","Single Offender","Stranger","West South Central","Road/transit",1,0,15
"4973","Pop 100-500K",18,1,10,"female","black",66,"male","white","Multiple Victims","Single Offender","Stranger","New England","Road/transit",1,1,15
"4974","Pop 100-500K",10,1,15,"female","white",24,"male","white","Single Victim","Multiple Offenders","Stranger","West North Central","Road/transit",0,0,2
"4975","Pop 100-500K",8,1,11,"male","black",25,"male","amer.indian","Single Victim","Multiple Offenders","Stranger","Pacific","Road/transit",1,0,2
"4976","Pop 100-500K",12,1,13,"female","black",18,"male","black","Single Victim","Multiple Offenders","Stranger","Pacific","Road/transit",0,1,4
"4977","Pop 100-500K",19,1,7,"male","white",52,"male","white","Single Victim","Single Offender","Stranger","East North Central","Unknown",0,0,3
"4978","Pop <25K",1,1,13,"male","white",21,"male","white","Multiple Victims","Single Offender","Stranger","West North Central","Road/transit",0,1,2
"4979","Pop <25K",7,0,10,"female","white",45,"male","white","Single Victim","Single Offender","Stranger","West North Central","Road/transit",0,0,9
"4980","Pop >500K",20,1,15,"female","white",21,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,4
"4981","Pop >500K",17,1,10,"male","white",19,"male","white","Single Victim","Single Offender","Stranger","East North Central","Unknown",0,0,4
"4982","Pop >500K",10,0,9,"female","white",43,"male","white","Single Victim","Single Offender","Stranger","East North Central","Shopping",0,0,9
"4983","Pop <25K",15,0,7,"female","white",51,"male","white","Single Victim","Single Offender","Stranger","East South Central","Road/transit",0,0,11
"4984","Pop 100-500K",16,1,12,"male","white",35,"male","white","Single Victim","Single Offender","Stranger","East South Central","Home",0,0,8
"4985","Pop 25-100K",20,0,9,"male","white",59,"female","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,3
"4986","Pop 100-500K",0,1,9,"female","white",24,"male","white","Multiple Victims","Multiple Offenders","Stranger","Mountain","Home",0,1,5
"4987","Pop <25K",22,1,12,"male","white",48,"male","white","Single Victim","Single Offender","Stranger","East North Central","Shopping",0,0,3
"4988","Pop 100-500K",21,1,8,"female","white",60,"male","white","Single Victim","Single Offender","Stranger","East North Central","Home",0,0,3
"4989","Pop >500K",21,1,6,"female","white",54,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,1,3
"4991","Pop >500K",21,0,9,"male","black",35,"male","black","Single Victim","Single Offender","Stranger","East North Central","Home",0,0,8
"4992","Pop 100-500K",8,1,0.5,"male","white",49,"female","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,0,11
"4994","Pop 100-500K",11,1,10,"female","white",41,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,1,10
"4995","Pop 100-500K",14,1,11,"male","white",22,"male","white","Single Victim","Single Offender","Stranger","East North Central","School",0,0,4
"4996","Pop <25K",16,0,10,"female","white",16,"male","white","Single Victim","Single Offender","Stranger","West North Central","Road/transit",0,0,4
"4997","Pop 100-500K",15,1,13,"male","white",50,"male","white","Single Victim","Single Offender","Stranger","Pacific","Road/transit",0,0,3
"4998","Pop >500K",18,1,14,"male","black",30,"male","asian","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,8
"4999","Pop 100-500K",14,1,15,"male","black",34,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,1,8
"5000","Pop >500K",15,0,10,"female","black",25,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,4
"5004","Pop >500K",21,1,11,"female","white",54,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,1,3
"5005","Pop 100-500K",13,0,3,"male","white",27,"male","amer.indian","Single Victim","Single Offender","Stranger","West North Central","Road/transit",1,0,13
"5006","Pop >500K",15,1,8,"female","black",37,"female","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,1
"5007","Pop 25-100K",4,1,1,"male","black",25,"female","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,5
"5008","Pop 100-500K",22,1,2,"male","white",50,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Unknown",0,0,11
"5009","Pop 100-500K",16,0,11,"female","white",25,"male","white","Single Victim","Multiple Offenders","Stranger","South Atlantic","Road/transit",0,0,4
"5010","Pop 25-100K",10,1,15,"female","white",25,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Home",0,0,2
"5011","Pop 25-100K",14,0,8,"male","white",44,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,10
"5012","Pop 25-100K",16,1,10,"female","white",69,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Home",0,0,15
"5013","Pop 25-100K",15,1,9,"female","white",18,"male","white","Multiple Victims","Multiple Offenders","Stranger","South Atlantic","Road/transit",0,0,4
"5014","Pop <25K",16,0,11,"female","white",20,"female","black","Single Victim","Multiple Offenders","Stranger","Pacific","Road/transit",1,0,4
"5016","Pop 100-500K",20,0,1,"female","white",21,"male","asian","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,0,12
"5017","Pop 100-500K",10,1,15,"female","white",18,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,1,2
"5018","Pop 100-500K",9,1,2,"male","black",28,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Home",0,0,13
"5020","Pop >500K",20,1,10,"female","white",40,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,10
"5021","Pop 100-500K",15,0,9,"female","white",36,"male","white","Single Victim","Single Offender","Stranger","New England","Shopping",0,0,8
"5022","Pop >500K",6,1,12,"female","black",45,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,9
"5023","Pop 100-500K",14,1,10,"male","black",55,"male","white","Single Victim","Multiple Offenders","Stranger","West North Central","Road/transit",1,0,3
"5024","Pop >500K",20,1,15,"female","white",21,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,4
"5025","Pop 25-100K",18,0,7,"female","white",46,"female","white","Single Victim","Single Offender","Stranger","East North Central","Shopping",0,0,10
"5026","Pop <25K",17,0,14,"female","white",24,"male","white","Single Victim","Single Offender","Stranger","East North Central","Home",0,0,4
"5027","Pop 25-100K",15,1,15,"female","white",18,"male","white","Multiple Victims","Multiple Offenders","Stranger","South Atlantic","Road/transit",0,0,4
"5028","Pop >500K",13,1,11,"female","white",34,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"5029","Pop <25K",19,0,8,"male","white",27,"male","white","Multiple Victims","Single Offender","Stranger","Mountain","School",0,1,14
"5030","Pop >500K",17,1,11,"female","black",50,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,3
"5031","Pop <25K",3,1,15,"female","white",25,"male","white","Single Victim","Single Offender","Stranger","East South Central","Other",0,1,2
"5032","Pop 100-500K",10,1,15,"male","black",19,"male","black","Multiple Victims","Multiple Offenders","Stranger","West North Central","Road/transit",0,0,2
"5033","Pop 100-500K",11,1,15,"female","white",54,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,3
"5034","Pop >500K",9,1,11,"female","black",49,"male","white","Single Victim","Single Offender","Stranger","East North Central","Unknown",1,0,9
"5035","Pop >500K",19,1,5,"female","black",56,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,11
"5036","Pop 25-100K",18,0,3,"female","black",55,"male","white","Multiple Victims","Single Offender","Stranger","South Atlantic","Home",1,0,11
"5037","Pop 100-500K",23,1,13,"female","white",25,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",0,1,4
"5038","Pop >500K",8,1,9,"female","white",25,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,0,2
"5039","Pop 100-500K",23,1,0.5,"male","black",29,"female","black","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",0,1,14
"5040","Pop 100-500K",15,1,10,"female","white",26,"male","white","Multiple Victims","Single Offender","Stranger","Mountain","Road/transit",0,0,14
"5041","Pop 25-100K",4,1,3,"male","white",39,"male","white","Single Victim","Single Offender","Stranger","West South Central","Home",0,1,7
"5042","Pop 25-100K",15,0,7,"male","white",22,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","School",0,0,12
