"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","multiple.victims","multiple.offenders","type","victimage.group","victim.tenderage","offenderage.group","population.group","relationship.group","hour.group","NA","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"9569","VA0290100","P9103PWPUKVT",20101225,20000101,"FAIRFAX COUNTY PD             ",1009834,30,59,12,100,1,0.5,"male","white",1,"resident",30,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K",NA,"Morning",0,0,"VA","South Atlantic","South","Parking Lot/Garage","Shopping","None/Other","None",NA,"45059"
"9570","OHCOP0000","8N04RYSR-2 N",20110206,20030101,"COLUMBUS                      ",770686,25,49,18,100,1,14,"female","black",NA,"resident",19,"male","black",1,0.9,1,1,"SingleVO","11-15","No","<20","Pop >500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34049"
"9571","OHCIP0000","AI8BAM5R 28N",20080429,19980101,"CINCINNATI                    ",332608,31,61,14,100,0,11,"female","black",NA,"resident",50,"male","black",1,NA,2,1,"MultVic","11-15","Yes","40-50","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34061"
"9572","MI8234900"," 9101-FU9F9G",20121008,20050101,"DETROIT                       ",707096,82,163,13,100,1,15,"female","black",NA,"resident",27,"male","black",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop >500K",NA,"Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None",NA,"21163"
"9573","OHCLP0000","2W1M0UHUZ78W",20111206,20030101,"CLEVELAND                     ",397106,18,35,17,100,1,13,"female","black",NA,"resident",59,"male","black",0,2,1,1,"SingleVO","11-15","No",">50","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9574","TN0190100","2W1M0OZLUNKA",20111113,19991001,"NASHVILLE                     ",612789,NA,NA,17,100,0,8,"female","black",0,"resident",NA,"male","black",0,NA,1,1,"SingleVO","6-10","Yes",NA,"Pop >500K",NA,"Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home",NA,"None",NA,"41 NA"
"9575","OHCLP0000","Z80 4KSBOO2Y",20081117,20030101,"CLEVELAND                     ",433452,18,35,14,100,1,14,"female","black",NA,"resident",NA,"male","black",0,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Grocery/Supermarket","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9576","VA0290100","6X966QRVSQP-",20091229,20000101,"FAIRFAX COUNTY PD             ",986646,30,59,18,100,1,13,"female","white",0,"resident",18,"male","white",0,NA,1,1,"SingleVO","11-15","No","<20","Pop >500K",NA,"Afternoon",0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None",NA,"45059"
"9577","TN0300000","1W1H04O28N1A",20101007,19990101,"GREENE                        ",48350,30,59,20,100,1,16,"male","white",0,"resident",22,"male","white",0,NA,1,2,"MultOff","11-15","No","20-30","Pop 25-100K",NA,"Night",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","Apparent Minor Injury",NA,"41059"
"9578","MT0150000","CI0AICRMS2 N",20080814,20040622,"FLATHEAD                      ",53891,15,29,13,100,1,13,"male",NA,NA,"non-resident",53,"female","white",0,NA,1,1,"SingleVO","11-15","No",">50","Pop 25-100K",NA,"Afternoon",NA,NA,"MT","Mountain","West","Residence/Home","Home","None/Other","None",NA,"25029"
"9579","OH0312400","6U01A3HP-K3I",20110406,20001101,"MOUNT HEALTHY                 ",6102,31,61,18,100,0,4,"male","white",NA,"resident",NA,"male","white",0,NA,1,1,"SingleVO","0-5","Yes",NA,"Pop <25K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None",NA,"34061"
"9580","AR0160100","39-J YL2J739",20110308,20030801,"JONESBORO                     ",67772,16,31,23,100,1,17,"female","white",NA,NA,26,"male","white",0,0,1,3,"MultOff","11-15","No","20-30","Pop 25-100K",NA,"Night",0,0,"AR","West South Central","South","Residence/Home","Home","None/Other","None",NA,"03031"
"9581","TX2201200"," D04IBEQ12 N",20081130,20051001,"FORT WORTH                    ",699143,220,439,17,100,1,7,"male","white",1,"resident",21,"male","white",1,NA,1,2,"MultOff","6-10","Yes","20-30","Pop >500K",NA,"Afternoon",0,0,"TX","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury",NA,"42439"
"9582","MA0130300","F--W1FLFRVSC",20090105,19950101,"CHELSEA                       ",39883,13,25,7,100,0,14,"female","white",1,"resident",35,NA,NA,1,NA,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K",NA,"Morning",NA,NA,"MA","New England","Northeast","Highway/Road/Alley","Road/transit","Rifle","None",NA,"20025"
"9583","OHCLP0000","2W04PUHN8X0O",20080918,20030101,"CLEVELAND                     ",433452,18,35,0,100,1,15,"female",NA,NA,"resident",NA,"male","black",1,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,"Night",NA,NA,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9584","MI8234900","1A1M04F 6NJ8",20110714,20050101,"DETROIT                       ",713240,82,163,8,100,1,17,"female","black",NA,"resident",20,"male","black",1,NA,1,1,"SingleVO","11-15","No","<20","Pop >500K",NA,"Morning",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Rifle-automatic","None",NA,"21163"
"9585","OH0130000","8I04AWTU72 N",20100320,20070101,"CLERMONT                      ",62674,13,25,13,100,0,11,"female","white",NA,"resident",35,"male","white",0,4.1,1,1,"SingleVO","11-15","Yes","30-40","Pop 25-100K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34025"
"9586","AR0230000","8N0BIOMM92 N",20110611,20040701,"FAULKNER                      ",43160,23,45,16,100,1,1,"female","white",0,NA,52,"male","white",0,NA,1,1,"SingleVO","0-5","Yes",">50","Pop 25-100K",NA,"Afternoon",0,0,"AR","West South Central","South","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"03045"
"9587","OHCLP0000","2W1J0U7OS4XW",20120316,20030101,"CLEVELAND                     ",393781,18,35,16,100,0,7,"female","black",NA,"resident",40,"male","white",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop 100-500K",NA,"Afternoon",1,1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9588","AR0060100","6C-IYB-6IL72",20080301,20030101,"WARREN                        ",6115,6,11,20,100,1,12,"male","black",0,"resident",37,"male","black",0,NA,1,1,"SingleVO","11-15","Yes","30-40","Pop <25K",NA,"Night",0,0,"AR","West South Central","South","Residence/Home","Home","None/Other","None",NA,"03011"
"9589","TX2201200","8I0BEASMT2 N",20100816,20051001,"FORT WORTH                    ",742780,220,439,17,100,0,13,"female","black",0,"resident",24,"male","white",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop >500K",NA,"Afternoon",1,1,"TX","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"42439"
"9590","VA1200000","2W1H0UR3L21A",20100428,20000101,"PORTSMOUTH                    ",99576,NA,NA,16,100,0,8,"female","white",0,NA,NA,"male","black",0,NA,1,1,"SingleVO","6-10","Yes",NA,"Pop 25-100K",NA,"Afternoon",1,1,"VA","South Atlantic","South","School/College","School","None/Other","None",NA,"45 NA"
"9591","OHCLP0000","2W1H0U7 66BO",20100220,20030101,"CLEVELAND                     ",426042,18,35,22,100,1,14,"female","black",NA,"resident",NA,"male",NA,1,NA,1,2,"MultOff","11-15","No",NA,"Pop 100-500K",NA,"Night",NA,NA,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9592","OHCIP0000","AN0BAFRQ72 N",20100430,19980101,"CINCINNATI                    ",332365,31,61,18,100,1,17,"male","black",NA,"resident",21,"male","black",1,1.6,1,2,"MultOff","11-15","No","20-30","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Firearm (type not stated)","None",NA,"34061"
"9593","OHCLP0000","NH0O729CJR5B",20080512,20030101,"CLEVELAND                     ",433452,18,35,21,100,1,15,"female","black",NA,"resident",NA,"male","black",1,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Firearm (type not stated)","None",NA,"34035"
"9594","SC0380000","0A1M0-XO9N1A",20111221,19910101,"ORANGEBURG                    ",72860,38,75,10,100,1,14,"female","black",0,"resident",NA,"male",NA,0,NA,1,1,"SingleVO","11-15","No",NA,"Pop 25-100K",NA,"Morning",NA,NA,"SC","South Atlantic","South","Residence/Home","Home","None/Other","Apparent Minor Injury",NA,"39075"
"9595","CO0010100","1G-MU-Q1NX I",20080924,19850101,"AURORA                        ",269353,3,5,15,100,1,15,"female","white",1,"resident",25,"male","white",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K",NA,"Afternoon",0,0,"CO","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury",NA,"05005"
"9596","OHCLP0000","2W1J0UO3LC W",20120707,20030101,"CLEVELAND                     ",393781,18,35,23,100,1,10,"male","black",NA,"resident",47,"male","black",0,0.1,1,1,"SingleVO","6-10","Yes","40-50","Pop 100-500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9597","MT0240000","AO1KRD1IEWU-",20110531,20050101,"LAKE                          ",21736,24,47,15,100,1,7,"male","white",NA,"resident",35,"male","white",0,NA,1,2,"MultOff","6-10","Yes","30-40","Pop <25K",NA,"Afternoon",0,0,"MT","Mountain","West","Residence/Home","Home","None/Other","None",NA,"25047"
"9598","OH0310000","8N8AROMU 28N",20100112,19981201,"HAMILTON                      ",229396,31,61,14,100,1,13,"male","white",NA,NA,35,"male","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34061"
"9599","MI3351900","CU1035HQK82I",20121030,20040101,"LANSING                       ",109939,33,65,16,100,0,8,"female","white",0,NA,NA,"male","black",1,NA,1,1,"SingleVO","6-10","Yes",NA,"Pop 100-500K",NA,"Afternoon",1,1,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Shotgun","None",NA,"21065"
"9600","DE0020600","3W1J0HXVIY1A",20121119,20010101,"WILMINGTON                    ",72088,2,3,17,100,0,2,"male","black",0,"resident",55,"male","black",0,NA,1,2,"MultOff","0-5","Yes",">50","Pop 25-100K",NA,"Afternoon",0,0,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit","None/Other","None",NA,"07003"
"9601","SC0400000","1D1B1-SGT7 I",20091111,19900101,"RICHLAND                      ",226595,40,79,15,100,0,2,"male",NA,0,"resident",25,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 100-500K",NA,"Afternoon",NA,NA,"SC","South Atlantic","South","Residence/Home","Home","None/Other","None",NA,"39079"
"9602","ND0090300","8I0BAO3L72 N",20101206,19910801,"WEST FARGO                    ",26409,9,17,2,100,1,3,"male",NA,NA,"resident",30,"male","amer.indian",0,0,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K",NA,"Early",NA,NA,"ND","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"33017"
"9603","MI2583900","4J0ZL6X 614I",20091122,19970101,"BURTON                        ",29788,25,49,19,100,1,12,"female","amer.indian",NA,"resident",29,"female","amer.indian",0,NA,2,1,"MultVic","11-15","Yes","20-30","Pop 25-100K",NA,"Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None",NA,"21049"
"9604","WIMPD0000","39122KHYKF39",20110512,20050101,"MILWAUKEE                     ",597426,40,79,20,100,1,17,"female","white",0,"resident",25,"male","black",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop >500K",NA,"Night",1,1,"WI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"48079"
"9605","DE0030500","5A1J0UP U61A",20120806,20010101,"MILFORD                       ",5937,3,5,11,100,0,1,"male","white",0,"resident",25,"male","black",0,NA,1,2,"MultOff","0-5","Yes","20-30","Pop <25K",NA,"Morning",1,1,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit","None/Other","None",NA,"07005"
"9606","NH0010600","HP-7IFZOX5HP",20110411,20030101,"BELMONT                       ",7366,1,1,17,100,1,17,"female","white",0,"resident",40,"male","white",1,0.3,1,1,"SingleVO","11-15","No","30-40","Pop <25K",NA,"Afternoon",0,0,"NH","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury",NA,"28001"
"9607","TN0190100","CI0IICMR6S N",20090504,19991001,"NASHVILLE                     ",610176,NA,NA,13,100,1,0.5,"male","black",0,"resident",30,"female","white",0,NA,1,3,"MultOff","0-5","Yes","20-30","Pop >500K",NA,"Afternoon",1,1,"TN","East South Central","South","Residence/Home","Home","None/Other","None",NA,"41 NA"
"9608","VA1170000","0G0JP4FLZG0W",20090207,19990801,"NORFOLK                       ",235097,NA,NA,NA,100,1,14,"male","black",0,"resident",NA,"male",NA,0,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,NA,NA,NA,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"45 NA"
"9609","AR0600400","5W5KPUZNJWEM",20091125,19990201,"SHERWOOD                      ",24888,60,119,15,100,1,17,"female","white",0,"resident",31,"male","black",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop <25K",NA,"Afternoon",1,1,"AR","West South Central","South","Highway/Road/Alley","Road/transit","None/Other","None",NA,"03119"
"9610","VA0440000","CI0IRCRLGU N",20090703,19980101,"HENRY                         ",55238,45,89,17,100,0,2,"male","white",1,"resident",38,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 25-100K",NA,"Afternoon",0,0,"VA","South Atlantic","South","Department/Discount Store","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"45089"
"9611","DE302SP00"," T0AROZDPX N",20080209,20010101,"SP: NEW CASTLE COUNTY         ",0,2,3,20,100,1,17,"female","white",0,"non-resident",40,"male","white",1,NA,1,1,"SingleVO","11-15","No","30-40",NA,NA,"Night",0,0,"DE","South Atlantic","South","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"07003"
"9612","OH0310000","8T01IASU72 N",20101122,19981201,"HAMILTON                      ",229396,31,61,6,100,1,12,"female",NA,NA,NA,27,"male","white",0,NA,1,1,"SingleVO","11-15","Yes","20-30","Pop 100-500K",NA,"Early",NA,NA,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None",NA,"34061"
"9613","MA0120300","VF--F5A-60VS",20100609,20020901,"BROCKTON                      ",92383,12,23,10,100,1,14,"female","black",0,"resident",21,"male","black",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop 25-100K",NA,"Morning",0,0,"MA","New England","Northeast","Highway/Road/Alley","Road/transit","None/Other","None",NA,"20023"
"9614","OHCLP0000","P908W5ZP283S",20081030,20030101,"CLEVELAND                     ",433452,18,35,7,100,1,8,"female","black",NA,"resident",NA,"male","white",0,NA,3,1,"MultVic","6-10","Yes",NA,"Pop 100-500K",NA,"Morning",1,1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34035"
"9615","LA0200200","6L-IJAS6BY62",20090522,20030901,"MAMOU                         ",3399,20,39,21,100,1,15,"male","black",0,NA,34,"male","black",0,0.9,1,1,"SingleVO","11-15","No","30-40","Pop <25K",NA,"Night",0,0,"LA","West South Central","South","Highway/Road/Alley","Road/transit","None/Other","None",NA,"17039"
"9616","OHCLP0000","UG0N5HQ4K392",20080525,20030101,"CLEVELAND                     ",433452,18,35,18,100,1,15,"female","black",NA,"resident",23,"male","black",1,0,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9617","VA1280000","2W1M0-7ZUL1A",20110307,19990201,"VIRGINIA BEACH                ",443226,NA,NA,18,100,0,14,"female","white",0,"resident",19,"male","black",0,NA,1,1,"SingleVO","11-15","No","<20","Pop 100-500K",NA,"Afternoon",1,1,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"45 NA"
"9618","OHCOP0000"," D0GAFQDT2 N",20080720,20030101,"COLUMBUS                      ",740275,25,49,19,100,1,5,"male","white",NA,"resident",28,"male","white",0,0,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34049"
"9619","OHCLP0000","2W1H0U7UUN 4",20100401,20030101,"CLEVELAND                     ",426042,18,35,0,100,1,12,"male","black",NA,"resident",NA,"male","black",1,NA,1,2,"MultOff","11-15","Yes",NA,"Pop 100-500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9620","MI5080600","C900W5HW5O3U",20100612,19990101,"WARREN                        ",132266,50,99,20,100,1,11,"male","white",NA,NA,30,"male","white",0,NA,3,1,"MultVic","11-15","Yes","20-30","Pop 100-500K",NA,"Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None",NA,"21099"
"9621","IA0780100","O202J4KOEX7L",20090225,19920128,"COUNCIL BLUFFS                ",59669,78,155,15,100,1,12,"female","white",0,"resident",24,"male","white",0,NA,3,2,"MultVO","11-15","Yes","20-30","Pop 25-100K",NA,"Afternoon",0,0,"IA","West North Central","Northcentral","School/College","School","None/Other","None",NA,"14155"
"9622","UT0250600","CI0IRVZCPU N",20081217,19910301,"PROVO                         ",119189,25,49,8,100,1,13,"female","white",1,"resident",19,"male","white",1,7,1,1,"SingleVO","11-15","No","<20","Pop 100-500K",NA,"Morning",0,0,"UT","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"43049"
"9623","OHCLP0000","VX0XYBRBEM63",20090404,20030101,"CLEVELAND                     ",429238,18,35,18,100,1,13,"female","black",NA,"resident",50,"male","black",0,NA,1,1,"SingleVO","11-15","No","40-50","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None",NA,"34035"
"9624","AR0180400","TD-W5NP9W3TD",20110420,20030701,"MARION                        ",12438,18,35,21,100,1,12,"male","white",NA,"resident",NA,"male","black",0,NA,1,1,"SingleVO","11-15","Yes",NA,"Pop <25K",NA,"Night",1,1,"AR","West South Central","South","Residence/Home","Home","None/Other","None",NA,"03035"
"9625","WIMPD0000","103J5U73ZD1A",20101124,20050101,"MILWAUKEE                     ",605921,40,79,23,100,1,17,"female","black",0,"resident",35,"male",NA,1,NA,1,1,"SingleVO","11-15","No","30-40","Pop >500K",NA,"Night",NA,NA,"WI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Knife/Cutting Instrument","None",NA,"48079"
"9626","OHCLP0000","Z80 4KJ6R62L",20080919,20030101,"CLEVELAND                     ",433452,18,35,16,100,1,3,"female","white",NA,"resident",49,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","40-50","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9627","KS0840100","NH1K5 8G1AEM",20121011,20000101,"RUSSELL                       ",4520,84,167,18,100,0,12,"female","black",0,"resident",NA,"male","white",0,NA,1,1,"SingleVO","11-15","Yes",NA,"Pop <25K",NA,"Afternoon",1,1,"KS","West North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"15167"
"9628","KS0180100","Z8102KAP-F39",20110717,20000101,"ARKANSAS CITY                 ",12494,18,35,14,100,1,12,"female","white",0,"resident",22,"female","white",0,4.6,1,1,"SingleVO","11-15","Yes","20-30","Pop <25K",NA,"Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None",NA,"15035"
"9629","WA0270300","18140UFO8D1A",20120627,20070101,"TACOMA                        ",202646,27,53,22,100,0,13,"female","asian",0,"non-resident",40,"male","black",1,NA,3,2,"MultVO","11-15","No","30-40","Pop 100-500K",NA,"Night",1,1,"WA","Pacific","West","Highway/Road/Alley","Road/transit","Firearm (type not stated)","None",NA,"46053"
"9630","VA0210100","P909WNMWU73Z",20090213,19990101,"CHESTERFIELD COUNTY PD        ",309763,21,41,6,100,0,17,"female","white",0,"resident",34,"male","white",1,NA,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K",NA,"Early",0,0,"VA","South Atlantic","South","Parking Lot/Garage","Shopping","Firearm (type not stated)","None",NA,"45041"
"9631","OHCLP0000","2W1H0UOL74TN",20100908,20030101,"CLEVELAND                     ",426042,18,35,14,100,1,9,"female","white",NA,"resident",25,"male","white",0,NA,1,1,"SingleVO","6-10","Yes","20-30","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit",NA,"None",NA,"34035"
"9632","SC0230000","1I2MR1FQ7L4W",20110320,19910101,"GREENVILLE                    ",326146,23,45,3,100,1,14,"female","white",0,"resident",30,"male","black",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K",NA,"Early",1,1,"SC","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"39045"
"9633","TN0730000"," X04AMZM6S N",20090128,19970701,"ROANE                         ",31877,73,145,16,100,1,17,"female","white",0,"resident",42,"male","white",0,1.1,1,1,"SingleVO","11-15","No","40-50","Pop 25-100K",NA,"Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home",NA,"None",NA,"41145"
"9634","SC0230000","1I2MR1FG-W48",20110417,19910101,"GREENVILLE                    ",326146,23,45,0,100,1,15,"female","white",0,"resident",22,"male","white",1,8.7,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K",NA,"Night",0,0,"SC","South Atlantic","South","Residence/Home","Home",NA,"None",NA,"39045"
"9635","OH0700100"," N0ARY5QP- N",20081030,20050501,"MANSFIELD                     ",49428,70,139,22,100,0,16,"female","white",NA,"resident",20,"male","white",0,NA,1,2,"MultOff","11-15","No","<20","Pop 25-100K",NA,"Night",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34139"
"9636","VA1220000","O202JO5BZT72",20090518,20000101,"RICHMOND                      ",203233,NA,NA,16,100,1,14,"female","black",0,"resident",44,"female","black",0,0,1,1,"SingleVO","11-15","No","40-50","Pop 100-500K",NA,"Afternoon",0,0,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"45 NA"
"9637","OHCLP0000","2W1J0UHNUY8W",20121102,20030101,"CLEVELAND                     ",393781,18,35,8,100,1,11,"female","black",NA,"resident",NA,"male","black",0,NA,2,1,"MultVic","11-15","Yes",NA,"Pop 100-500K",NA,"Morning",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34035"
"9638","OHCLP0000","2W1M0UHU9G6N",20111214,20030101,"CLEVELAND                     ",397106,18,35,0,100,1,10,"male","white",NA,"resident",NA,"female","white",0,NA,1,1,"SingleVO","6-10","Yes",NA,"Pop 100-500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None",NA,"34035"
"9639","WA0270300","6X01IOZQ62 N",20090501,20070101,"TACOMA                        ",197557,27,53,12,100,1,12,"female","black",NA,"resident",50,"male","white",0,NA,1,3,"MultOff","11-15","Yes","40-50","Pop 100-500K",NA,"Morning",1,1,"WA","Pacific","West","Other/unknown","Unknown","None/Other","None",NA,"46053"
"9640","OH0230100","1A1B1-FP939I",20110315,20010101,"LANCASTER                     ",38808,23,45,16,100,1,10,"male","white",NA,"resident",NA,"male","white",0,NA,1,1,"SingleVO","6-10","Yes",NA,"Pop 25-100K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34045"
"9641","OHCLP0000","O202J4NHYX7V",20091001,20030101,"CLEVELAND                     ",429238,18,35,0,100,1,11,"female","white",NA,"resident",NA,"male",NA,0,NA,1,1,"SingleVO","11-15","Yes",NA,"Pop 100-500K",NA,"Night",NA,NA,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34035"
"9642","MA0051400","8T04-MZM72 N",20120319,20070101,"LYNN                          ",91846,5,9,11,100,1,14,"female","black",0,"resident",35,"male",NA,0,0,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K",NA,"Morning",NA,NA,"MA","New England","Northeast","Highway/Road/Alley","Road/transit","None/Other","None",NA,"20009"
"9643","AR0600200","NH0H7286KN5A",20090311,20020801,"LITTLE ROCK                   ",190205,60,119,7,100,0,14,"female","black",0,"resident",18,"male","black",1,NA,1,2,"MultOff","11-15","No","<20","Pop 100-500K",NA,"Morning",0,0,"AR","West South Central","South","Other/unknown","Unknown","Firearm (type not stated)","None",NA,"03119"
"9644","MA0092600","2W04PUFO9X05",20080918,20070501,"LOWELL                        ",110136,9,17,16,100,0,17,"female",NA,NA,NA,30,"male","black",0,NA,1,3,"MultOff","11-15","No","20-30","Pop 100-500K",NA,"Afternoon",NA,NA,"MA","New England","Northeast","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"20017"
"9645","AR0010200","WI-ZL V4ZJW5",20120217,20040101,"STUTTGART                     ",9299,1,1,18,100,1,3,"female","black",0,"resident",NA,"female","black",0,NA,1,1,"SingleVO","0-5","Yes",NA,"Pop <25K",NA,"Afternoon",0,0,"AR","West South Central","South","Other/unknown","Unknown","None/Other","None",NA,"03001"
"9646","OHCLP0000","2W1M0UOOS4XW",20110831,20030101,"CLEVELAND                     ",397106,18,35,19,100,1,8,"female","white",NA,"resident",NA,"male","white",0,NA,1,1,"SingleVO","6-10","Yes",NA,"Pop 100-500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
