"","SEGMENT","STATE","ORI","INCNUM","INCDATE","B1006","B1007","B1009","B1010","B1011","B2005","B2006","B3024","V1006","V1007","V20061","V20071","V20111","V20171","V40181","V40191","V40201","V40221","V40261","V40311","V40321","V50071","V50081","V50091","V60081","agemax","targ1","target","time.arrest","VNumVG","VNumOG","V40181G","V50071G","B2005G","V40321G","V1007G"
"3650",1,21,"MI6316300","3L00 KOYUZ2Y",20120516,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,17,100,0,13,400,11,0,2,1,2,1,25,25,1,2,NA,11,1,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop 100-500K","Stranger","Afternoon"
"3651",1,21,"MI6316300","960WIOPR6L8E",20120806,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,21,100,1,20,1,1,0,1,1,1,1,5,36,1,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 100-500K","Parent","Night"
"3652",1,21,"MI6316300","EJ0-O29LXD5Y",20121110,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,18,100,1,14,1,7,1,1,1,1,1,5,24,0,1,NA,7,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 100-500K","Parent","Afternoon"
"3653",1,21,"MI6316300","FZ0GX45JYU7S",20120903,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,12,100,1,20,1,3,1,1,1,1,1,5,27,0,1,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 100-500K","Parent","Morning"
"3654",1,21,"MI6316300","T70ANHPOOP9G",20120602,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,15,100,1,20,1,15,1,1,1,1,1,5,40,0,1,NA,15,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop 100-500K","Parent","Afternoon"
"3655",1,21,"MI6316300","WI0PR6X83J4A",20120202,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,9,100,1,20,1,2,1,1,1,1,1,5,42,1,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","40-50","Pop 100-500K","Parent","Morning"
"3656",1,21,"MI6316300","WI0PR6XCIR4A",20120210,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,16,100,1,53,1,8,0,2,1,1,1,5,48,0,2,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop 100-500K","Parent","Afternoon"
"3657",1,21,"MI6316300","WI0PR6XSER40",20120521,19970101,"OAKLAND                       ",91,3,2,360726,63,125,0,14,100,1,20,400,2,1,1,1,1,1,5,28,1,1,NA,2,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 100-500K","Parent","Afternoon"
"3658",1,21,"MI6339400","180M4U72UG0W",20120323,19961001,"FERNDALE                      ",50,3,2,20045,63,125,0,14,100,1,20,1,2,1,2,1,2,1,5,28,1,2,20120323,2,1,0,0,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Afternoon"
"3659",1,21,"MI6346500","7S0NDBRV5L6X",20120610,19960601,"HAZEL PARK                    ",50,3,2,16542,63,125,0,14,100,1,20,1,4,1,2,1,1,1,5,34,1,2,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop <25K","Parent","Afternoon"
"3660",1,21,"MI6354700","CU0185HP5Z37",20120316,19950301,"MADISON HEIGHTS               ",40,3,2,29909,63,125,0,15,100,0,53,400,10,1,1,1,1,1,25,47,1,1,NA,10,1,0,NA,"Multiple Victims","Multiple Offenders","6-10","40-50","Pop 25-100K","Stranger","Afternoon"
"3661",1,21,"MI6362700","180M4U73Z40 ",20120330,19960601,"NOVI                          ",30,3,2,55623,63,125,0,16,100,0,20,1,8,1,1,1,1,1,5,48,0,1,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop 25-100K","Parent","Afternoon"
"3662",1,21,"MI6371400","CU0185H44Z3L",20121006,19950101,"ROYAL OAK                     ",30,3,2,57649,63,125,0,16,100,0,13,1,14,0,1,1,1,1,25,24,1,1,20121006,14,0,0,0,"Single Victim","Single Offender","11-15","20-30","Pop 25-100K","Stranger","Afternoon"
"3663",1,21,"MI6375100","7S0NDBRET-6D",20120629,19960501,"SOUTHFIELD                    ",30,3,2,72253,63,125,0,14,100,1,53,NA,12,0,2,0,1,1,5,34,0,2,NA,12,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop 25-100K","Parent","Afternoon"
"3664",1,21,"MI6375100","960WIOZKOZ8D",20120820,19960501,"SOUTHFIELD                    ",30,3,2,72253,63,125,0,18,100,1,20,1,5,1,2,0,1,1,12,45,0,2,NA,5,0,0,NA,"Single Victim","Single Offender","0-5","40-50","Pop 25-100K","Family","Afternoon"
"3665",1,21,"MI6380800"," 90BW-F3UF19",20120128,20000101,"WATERFORD TOWNSHIP            ",30,3,2,72224,63,125,0,18,100,0,24,1,7,0,1,0,1,1,25,46,0,1,NA,7,0,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop 25-100K","Stranger","Afternoon"
"3666",1,21,"MI6381500","CU0185HPB837",20120416,19970101,"WEST BLOOMFIELD TOWNSHIP      ",30,3,2,65157,63,125,0,19,100,1,20,1,2,0,2,0,1,1,5,31,1,2,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Parent","Night"
"3667",1,21,"MI6382100","7S0NDBROE96F",20121217,19960501,"WHITE LAKE TOWNSHIP           ",40,3,2,30236,63,125,0,13,100,1,20,1,1,1,1,0,1,1,5,26,0,1,20130723,1,0,0,31.1,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"3668",1,21,"MI6385100","960WIOZL7-86",20120205,19960901,"AUBURN HILLS                  ",50,3,2,21559,63,125,0,8,100,1,20,1,11,0,2,1,1,1,5,46,1,2,20120206,11,0,0,0.1,"Single Victim","Multiple Offenders","11-15","40-50","Pop <25K","Parent","Morning"
"3669",1,21,"MI6416400","WI1E46X T9D0",20120720,19990101,"OCEANA                        ",83,3,2,20005,64,127,1,0,100,1,20,1,3,1,NA,NA,1,4,5,28,0,NA,20130924,3,0,0,61.6,"Multiple Victims","Single Offender","0-5","20-30","Pop <25K","Parent","Night"
"3670",1,21,"MI6706700"," 90NA-F3UF1K",20120508,19980101,"SP: OSCEOLA COUNTY            ",84,3,2,0,67,133,0,NA,100,1,20,1,12,1,1,NA,1,5,5,37,0,1,20120512,12,0,0,0.6,"Multiple Victims","Single Offender","11-15","30-40",NA,"Parent",NA
"3671",1,21,"MI7047400","3L0JWKOBL626",20121002,19950101,"HOLLAND                       ",40,3,2,26284,70,139,1,15,100,1,20,400,10,1,2,1,1,1,5,30,0,2,NA,10,1,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 25-100K","Parent","Afternoon"
"3672",1,21,"MI7047400","CU00W0MYU738",20120916,19950101,"HOLLAND                       ",40,3,2,26284,70,139,1,14,100,1,20,400,11,0,1,1,1,1,5,31,1,1,NA,11,1,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop 25-100K","Parent","Afternoon"
"3673",1,21,"MI7170600","3L0J4KOZU62 ",20120416,19950101,"ROGERS CITY                   ",60,3,2,2783,71,141,0,18,100,1,20,1,0.5,0,1,1,1,1,5,26,0,1,20120423,0.5,0,0,1,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Afternoon"
"3674",1,21,"MI7170600","9604KOZLVC86",20121118,19950101,"ROGERS CITY                   ",60,3,2,2783,71,141,0,14,100,1,25,400,6,1,1,1,1,1,5,29,1,1,20121118,6,1,0,0,"Single Victim","Single Offender","6-10","20-30","Pop <25K","Parent","Afternoon"
"3675",1,21,"MI7207200","EJ04O28N085J",20120511,19980101,"SP: ROSCOMMON COUNTY          ",84,3,2,0,72,143,0,16,100,1,20,1,14,0,1,NA,1,3,5,38,0,1,NA,14,0,0,NA,"Single Victim","Single Offender","11-15","30-40",NA,"Parent","Afternoon"
"3676",1,21,"MI7235500","WI0ZL62CN94Y",20121009,19950101,"DENTON TOWNSHIP               ",60,3,2,5553,72,143,0,16,100,0,13,400,15,0,1,1,1,1,NA,45,1,1,NA,15,1,0,NA,"Single Victim","Single Offender","11-15","40-50","Pop <25K",NA,"Afternoon"
"3677",1,21,"MI7317300"," 9101WM3TW2H",20120424,20000201,"SAGINAW                       ",92,3,2,41418,73,145,0,7,100,1,13,400,13,0,2,1,1,1,25,29,1,2,20120426,13,2,1,0.3,"Single Victim","Single Offender","11-15","20-30","Pop 25-100K","Stranger","Morning"
"3678",1,21,"MI7371700","FZ167W O4BOI",20120529,20000101,"SAGINAW                       ",30,3,2,51267,73,145,1,NA,100,0,13,400,15,0,1,1,1,1,14,25,1,2,NA,15,1,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop 25-100K","Known",NA
"3679",1,21,"MI7371700","FZ167W O4X 2",20120522,20000101,"SAGINAW                       ",30,3,2,51267,73,145,1,NA,100,1,53,400,3,1,2,1,1,1,5,38,1,2,NA,7,1,0,NA,"Multiple Victims","Single Offender","0-5","30-40","Pop 25-100K","Parent",NA
"3680",1,21,"MI7371700","FZ167W O6RR2",20120728,20000101,"SAGINAW                       ",30,3,2,51267,73,145,1,NA,100,1,20,400,14,1,2,1,1,1,12,26,0,2,NA,14,1,0,NA,"Multiple Victims","Single Offender","11-15","20-30","Pop 25-100K","Family",NA
"3681",1,21,"MI7371700","FZ167W O6TOX",20120804,20000101,"SAGINAW                       ",30,3,2,51267,73,145,0,19,100,1,9,400,8,1,2,1,1,1,25,41,1,2,20120804,8,1,0,0,"Single Victim","Single Offender","6-10","40-50","Pop 25-100K","Stranger","Night"
"3682",1,21,"MI7371700","FZ167W O6TRL",20120806,20000101,"SAGINAW                       ",30,3,2,51267,73,145,0,17,100,1,20,400,5,1,2,1,1,1,5,34,1,2,NA,5,1,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Parent","Afternoon"
"3683",1,21,"MI7371700","FZ167W OCX71",20120629,20000101,"SAGINAW                       ",30,3,2,51267,73,145,0,16,100,1,20,400,4,0,1,1,1,1,12,23,0,1,NA,4,1,0,NA,"Single Victim","Multiple Offenders","0-5","20-30","Pop 25-100K","Family","Afternoon"
"3684",1,21,"MI7371700","FZ167W OPKZ2",20120227,20000101,"SAGINAW                       ",30,3,2,51267,73,145,0,12,100,1,20,400,0.2,0,2,1,1,1,24,29,1,2,20120228,0.2,1,0,0.1,"Single Victim","Multiple Offenders","0-5","20-30","Pop 25-100K","Known","Morning"
"3685",1,21,"MI7371700","FZ167W OPRQI",20120222,20000101,"SAGINAW                       ",30,3,2,51267,73,145,0,17,100,1,20,NA,2,0,2,1,1,1,5,21,0,2,20120228,2,0,0,0.9,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"3686",1,21,"MI7371700","FZ167W OZVVV",20120203,20000101,"SAGINAW                       ",30,3,2,51267,73,145,0,19,100,1,20,400,9,1,1,1,1,1,14,34,1,2,NA,9,1,0,NA,"Multiple Victims","Single Offender","6-10","30-40","Pop 25-100K","Known","Night"
"3687",1,21,"MI7371800","FZ167WYOZTSX",20120128,19970101,"SAGINAW TOWNSHIP              ",40,3,2,40642,73,145,0,12,100,1,20,400,15,0,1,0,1,1,7,61,0,1,NA,15,1,0,NA,"Multiple Victims","Single Offender","11-15",">50","Pop 25-100K","Family","Morning"
"3688",1,21,"MI7377800","FZ167XYOZKOV",20120428,19970101,"TITTABAWASSEE TOWNSHIP        ",60,3,2,9688,73,145,0,19,100,0,5,400,8,1,NA,NA,1,1,25,38,1,1,NA,8,1,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop <25K","Stranger","Night"
"3689",1,21,"MI7385600","961 8LEL6XYE",20120118,20011101,"BUENA VISTA TOWNSHIP          ",60,3,2,8635,73,145,0,18,100,1,20,NA,6,1,1,0,1,1,5,33,0,1,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop <25K","Parent","Afternoon"
"3690",1,21,"MI7467600","FZ0GX4KOZB71",20120219,19960301,"PORT HURON                    ",40,3,2,29950,74,147,1,10,100,1,20,1,1,0,1,NA,1,1,7,39,0,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Family","Morning"
"3691",1,21,"MI7467600","WI0PR6X BX4R",20121011,19960301,"PORT HURON                    ",40,3,2,29950,74,147,0,9,100,1,20,1,5,1,1,NA,1,1,NA,26,1,1,NA,5,0,0,NA,"Multiple Victims","Single Offender","0-5","20-30","Pop 25-100K",NA,"Morning"
"3692",1,21,"MI7507500","CU05K5HPBR37",20121001,19980101,"SP: ST. JOSEPH COUNTY         ",84,3,2,0,75,149,0,NA,100,1,20,1,2,0,1,NA,1,2,5,29,0,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","20-30",NA,"Parent",NA
"3693",1,21,"MI7532900","9604KOZL6C8D",20120715,19950101,"CONSTANTINE                   ",70,3,2,2073,75,149,1,16,100,1,20,1,4,1,NA,1,1,1,NA,23,1,NA,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K",NA,"Afternoon"
"3694",1,21,"MI7576800","EJ0U728NBR5J",20120731,19950101,"STURGIS                       ",50,3,2,10975,75,149,1,NA,100,0,20,400,4,1,1,NA,1,1,5,21,0,1,NA,4,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent",NA
"3695",1,21,"MI7607600","FZ0724KOZM7X",20120213,19980101,"SP: SANILAC COUNTY            ",84,3,2,0,76,151,0,11,100,1,20,1,15,0,1,NA,2,2,5,36,1,1,20120214,15,2,1,0.1,"Single Victim","Single Offender","11-15","30-40",NA,"Parent","Morning"
"3696",1,21,"MI7655800","180HQK728L0D",20120630,19980501,"MARLETTE                      ",70,3,2,1855,76,151,0,15,100,0,20,1,2,1,1,0,1,1,5,26,1,1,NA,2,0,0,NA,"Single Victim","Multiple Offenders","0-5","20-30","Pop <25K","Parent","Afternoon"
"3697",1,21,"MI7655800","96045YZL6C83",20120701,19980501,"MARLETTE                      ",70,3,2,1855,76,151,0,7,100,1,20,1,5,1,1,1,1,1,5,35,0,1,NA,8,0,0,NA,"Multiple Victims","Single Offender","0-5","30-40","Pop <25K","Parent","Morning"
"3698",1,21,"MI7755100","T70W5HPUFN9L",20120610,20080101,"MANISTIQUE                    ",60,3,2,3100,77,153,1,21,100,1,20,1,6,0,1,1,1,1,5,42,0,1,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop <25K","Parent","Night"
"3699",1,21,"MI7817800","180JP-O2U40I",20120618,19960601,"SHIAWASSEE                    ",82,3,2,40743,78,155,1,18,100,1,20,1,11,1,1,0,1,1,5,38,1,1,NA,11,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop 25-100K","Parent","Afternoon"
"3700",1,21,"MI7817800","CU02WEJPK837",20120506,19960601,"SHIAWASSEE                    ",82,3,2,40743,78,155,1,18,100,1,20,1,10,0,1,1,1,1,5,37,0,1,NA,10,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Afternoon"
"3701",1,21,"MI7817800","T7085M4UR39X",20121016,19960601,"SHIAWASSEE                    ",82,3,2,40743,78,155,1,15,100,1,20,1,0.5,0,1,1,1,1,5,26,0,1,NA,0.5,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"3702",1,21,"MI7817800","WI0BL7S CM4-",20121206,19960601,"SHIAWASSEE                    ",82,3,2,40743,78,155,1,15,100,1,20,NA,5,0,1,0,1,1,7,52,0,1,NA,5,0,0,NA,"Multiple Victims","Multiple Offenders","0-5",">50","Pop 25-100K","Family","Afternoon"
"3703",1,21,"MI7852600","180HQK728N0X",20120302,19980101,"LENNON                        ",70,3,2,425,78,155,0,18,100,1,20,1,9,0,1,1,1,1,5,37,1,1,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop <25K","Parent","Afternoon"
"3704",1,21,"MI7866000"," 90MR5F3TD1A",20120808,19950101,"PERRY                         ",70,3,2,2164,78,155,1,NA,100,1,20,1,8,1,1,1,1,1,5,30,1,1,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop <25K","Parent",NA
"3705",1,21,"MI8018000","3L0J4KOZKO2 ",20120516,19950101,"VAN BUREN                     ",92,3,2,55097,80,159,1,15,100,0,44,1,3,1,1,0,1,1,7,40,0,1,NA,3,0,0,NA,"Single Victim","Multiple Offenders","0-5","30-40","Pop 25-100K","Family","Afternoon"
"3706",1,21,"MI8074700","FZ7Y64KOZK7V",20120226,19960101,"SOUTH HAVEN                   ",60,3,2,4396,80,159,0,NA,100,1,20,1,8,1,1,NA,1,4,5,31,1,1,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop <25K","Parent",NA
"3707",1,21,"MI8118100","180M4U7ZI70N",20120523,19950101,"WASHTENAW                     ",91,3,2,152545,81,161,0,21,100,1,1,1,3,1,2,1,1,1,5,29,0,2,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 100-500K","Parent","Night"
"3708",1,21,"MI8118100","960WIOZR718T",20120509,19950101,"WASHTENAW                     ",91,3,2,152545,81,161,0,7,100,0,13,NA,11,0,2,1,1,1,25,26,1,2,20120510,11,0,0,0.1,"Single Victim","Single Offender","11-15","20-30","Pop 100-500K","Stranger","Morning"
"3709",1,21,"MI8118100","CU0185HLO836",20120922,19950101,"WASHTENAW                     ",91,3,2,152545,81,161,0,13,100,1,20,1,2,1,2,1,1,1,5,26,1,2,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 100-500K","Parent","Afternoon"
"3710",1,21,"MI8118100","T70ANHP6OP97",20120821,19950101,"WASHTENAW                     ",91,3,2,152545,81,161,0,18,100,1,20,1,15,1,1,1,1,1,5,47,1,1,NA,15,0,0,NA,"Single Victim","Single Offender","11-15","40-50","Pop 100-500K","Parent","Afternoon"
"3711",1,21,"MI8118100","WI0PK6X IX4-",20121224,19950101,"WASHTENAW                     ",91,3,2,152545,81,161,0,17,100,1,20,1,8,0,2,1,1,1,5,27,0,1,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 100-500K","Parent","Afternoon"
"3712",1,21,"MI8118100","WI0PR6XL314A",20120724,19950101,"WASHTENAW                     ",91,3,2,152545,81,161,0,11,100,0,13,1,11,1,2,1,1,1,25,25,1,1,NA,11,0,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop 100-500K","Stranger","Morning"
"3713",1,21,"MI8121800"," 90BW-FCZW1A",20120418,20030101,"ANN ARBOR                     ",20,3,2,115008,81,161,0,22,100,0,20,1,2,0,2,1,1,1,5,22,1,2,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 100-500K","Parent","Night"
"3714",1,21,"MI8121800","CU0185HW4R3I",20120827,20030101,"ANN ARBOR                     ",20,3,2,115008,81,161,0,22,100,1,20,1,9,1,1,1,1,1,5,43,1,1,NA,9,0,0,NA,"Multiple Victims","Single Offender","6-10","40-50","Pop 100-500K","Parent","Night"
"3715",1,21,"MI8121800","CU0185HWO738",20120829,20030101,"ANN ARBOR                     ",20,3,2,115008,81,161,0,21,100,0,13,1,14,1,2,1,1,1,25,30,1,2,NA,14,0,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop 100-500K","Stranger","Night"
"3716",1,21,"MI8121800","T70ANHP2RV9X",20121209,20030101,"ANN ARBOR                     ",20,3,2,115008,81,161,0,13,100,1,4,1,3,1,2,0,1,1,5,24,0,2,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 100-500K","Parent","Afternoon"
"3717",1,21,"MI8190600","180M4U72ZY0R",20120610,19950101,"PITTSFIELD TOWNSHIP           ",40,3,2,35020,81,161,0,22,100,1,20,1,7,0,2,1,1,1,5,31,1,2,NA,7,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Night"
"3718",1,21,"MI8234300","FZ0GX4KLBK71",20121002,19980901,"DEARBORN                      ",30,3,2,97215,82,163,0,17,100,1,20,1,6,0,1,1,1,1,25,50,1,1,20121015,6,0,0,1.9,"Single Victim","Multiple Offenders","6-10","40-50","Pop 25-100K","Stranger","Afternoon"
"3719",1,21,"MI8234400","960WIOZU S8B",20120813,19950101,"DEARBORN HEIGHTS              ",30,3,2,57228,82,163,0,22,100,1,20,400,11,0,1,1,1,1,14,18,1,1,NA,11,1,0,NA,"Single Victim","Single Offender","11-15","<20","Pop 25-100K","Known","Night"
"3720",1,21,"MI8234400","WI0PR6X IM4I",20120108,19950101,"DEARBORN HEIGHTS              ",30,3,2,57228,82,163,0,0,100,1,20,1,9,1,1,1,1,1,5,37,1,4,NA,9,0,0,NA,"Multiple Victims","Multiple Offenders","6-10","30-40","Pop 25-100K","Parent","Night"
"3721",1,21,"MI8234900"," 9101-F-970W",20121009,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,11,100,1,53,1,6,1,2,1,1,1,5,23,0,2,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Morning"
"3722",1,21,"MI8234900"," 9101-FU9F9G",20121008,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,13,100,1,20,1,15,0,2,1,1,1,NA,27,1,2,NA,15,0,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K",NA,"Afternoon"
"3723",1,21,"MI8234900"," 9101-H89F92",20121024,20050101,"DETROIT                       ",12,3,2,707096,82,163,1,NA,100,1,13,400,15,0,2,1,2,1,25,21,1,2,NA,15,1,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K","Stranger",NA
"3724",1,21,"MI8234900"," 9101-HU9F2X",20121126,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,11,100,1,20,NA,14,0,2,1,1,1,NA,42,0,2,20121126,14,0,0,0,"Single Victim","Single Offender","11-15","40-50","Pop >500K",NA,"Morning"
"3725",1,21,"MI8234900"," 9101-SQ9718",20121012,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,14,100,0,20,1,2,0,2,1,1,1,12,36,0,2,NA,2,0,0,NA,"Single Victim","Multiple Offenders","0-5","30-40","Pop >500K","Family","Afternoon"
"3726",1,21,"MI8234900"," 91015F89F4K",20121128,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,16,100,1,20,1,4,0,2,1,1,1,7,53,0,2,NA,4,0,0,NA,"Single Victim","Multiple Offenders","0-5",">50","Pop >500K","Family","Afternoon"
"3727",1,21,"MI8234900"," 91015FP9F3N",20121202,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,18,100,1,20,400,9,1,2,1,1,1,5,30,1,2,NA,9,1,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Afternoon"
"3728",1,21,"MI8234900"," 91015FQ9G5A",20121203,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,2,100,1,20,1,13,0,2,1,1,1,5,53,1,2,NA,15,0,0,NA,"Multiple Victims","Single Offender","11-15",">50","Pop >500K","Parent","Early"
"3729",1,21,"MI8234900"," 91015S89F5H",20121214,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,15,100,1,53,NA,9,1,2,1,1,1,5,39,1,2,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop >500K","Parent","Afternoon"
"3730",1,21,"MI8234900"," 91015SH9F18",20121214,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,16,100,0,13,400,15,0,2,1,1,1,25,25,1,2,NA,15,1,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K","Stranger","Afternoon"
"3731",1,21,"MI8234900"," 91015SQ9F0W",20121213,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,16,100,1,53,1,12,1,2,1,1,1,5,31,1,2,NA,12,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop >500K","Parent","Afternoon"
"3732",1,21,"MI8234900"," 9101VH-9D8G",20121125,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,17,100,1,20,1,3,0,2,1,1,1,5,23,1,2,NA,3,0,0,NA,"Multiple Victims","Single Offender","0-5","20-30","Pop >500K","Parent","Afternoon"
"3733",1,21,"MI8234900"," 9101VH39F2W",20121120,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,16,100,1,18,400,13,0,2,1,2,1,25,25,1,2,NA,13,1,0,NA,"Single Victim","Multiple Offenders","11-15","20-30","Pop >500K","Stranger","Afternoon"
"3734",1,21,"MI8234900"," 9101VSQ9F9W",20121113,20050101,"DETROIT                       ",12,3,2,707096,82,163,1,NA,100,1,13,1,15,0,1,1,1,1,24,23,1,2,NA,15,2,1,NA,"Single Victim","Multiple Offenders","11-15","20-30","Pop >500K","Known",NA
"3735",1,21,"MI8234900","181J0-7 8728",20120104,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,17,100,1,20,1,1,1,2,0,1,1,5,25,1,2,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Parent","Afternoon"
"3736",1,21,"MI8234900","181J0-7U872 ",20120101,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,12,100,1,20,1,12,1,2,1,1,1,5,31,1,2,NA,12,0,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop >500K","Parent","Morning"
"3737",1,21,"MI8234900","181J0-FU8N84",20120119,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,8,100,0,13,400,14,0,2,1,1,1,25,30,1,2,NA,14,1,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K","Stranger","Morning"
"3738",1,21,"MI8234900","181J0-H2870 ",20120130,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,15,100,0,25,1,12,0,2,1,1,1,NA,25,1,2,NA,12,0,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K",NA,"Afternoon"
"3739",1,21,"MI8234900","181J027V8GTR",20120428,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,15,100,1,20,1,1,1,2,1,1,1,5,39,1,2,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop >500K","Parent","Afternoon"
"3740",1,21,"MI8234900","181J02F28GXI",20120510,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,9,100,0,13,1,14,0,2,1,1,1,NA,35,1,2,NA,14,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop >500K",NA,"Morning"
"3741",1,21,"MI8234900","181J02FO8YXW",20120516,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,7,100,1,20,1,15,0,2,1,1,1,5,35,1,2,NA,15,0,0,NA,"Single Victim","Multiple Offenders","11-15","30-40","Pop >500K","Parent","Morning"
"3742",1,21,"MI8234900","181J047L8N8D",20120708,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,11,100,1,20,120,12,0,2,1,1,1,14,22,1,2,20120708,12,2,1,0,"Single Victim","Multiple Offenders","11-15","20-30","Pop >500K","Known","Morning"
"3743",1,21,"MI8234900","181J04FL8Y28",20120718,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,18,100,1,20,1,7,1,2,1,1,1,5,38,1,2,NA,7,0,0,NA,"Multiple Victims","Single Offender","6-10","30-40","Pop >500K","Parent","Afternoon"
"3744",1,21,"MI8234900","181J04FP8NTO",20120713,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,20,100,1,13,1,3,0,2,1,1,1,5,21,1,2,20120713,3,0,0,0,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Parent","Night"
"3745",1,21,"MI8234900","181J04FV8G24",20120716,20050101,"DETROIT                       ",12,3,2,707096,82,163,0,9,100,0,20,1,5,0,2,1,1,1,5,25,1,2,NA,5,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Parent","Morning"
